-1.01622,-1.14134,-0.777528,-0.777529,-0.31477,-0.314915,-0.0913659,-0.355445,-0.26603,-1.1874,1.5759,1.22364,-1.22364,0.0229139,-0.940621,-1.25821,-1.43499,-0.486101,-0.575183,0.796196,0.879577,-0.0835161,-0.898205,0.528736,1.46728,-1.07547,-0.00948722
0.141858,0.0663861,0.500059,0.500042,-0.345534,-0.338154,-0.124193,-0.380475,-0.0170748,-0.384876,1.5759,1.22364,-1.22364,0.0229139,1.44467,-0.254284,-1.34239,-0.504758,-0.0432784,0.654055,0.879577,-0.581786,-1.15754,0.13014,1.41716,-0.297747,-0.845541
0.495235,0.436141,-0.0545323,-0.0545522,-0.352693,-0.344794,-0.149985,-0.387161,0.449716,-0.277873,1.13323,1.22364,-1.22364,0.385982,2.133,-0.521657,-0.876074,-0.503062,0.573303,0.571672,0.879577,-0.812605,-1.15754,-0.32568,1.1648,0.0571703,-1.09123
0.541327,0.486379,-0.722039,-0.722039,-0.332377,-0.328195,-0.0890212,-0.365642,0.449716,-0.224371,-0.734277,-0.816812,0.816812,3.83513,1.32456,0.197409,-1.53165,-0.477621,-0.296077,0.796196,0.879577,-0.312941,-1.01863,0.550086,1.51959,-0.171375,-0.189189
1.37868,1.38263,-0.64951,-0.649391,0.0996664,-0.172157,0.415102,0.0792863,-1.47969,-0.224371,-0.734277,-0.816812,0.816812,1.92902,-0.874891,0.250592,-1.86147,-0.352115,-1.34509,0.747108,0.879577,1.12736,-0.218404,2.21556,1.69808,-0.456385,1.22132
-0.271055,-0.355616,-0.873692,-0.873668,-0.244537,-0.304955,0.00945877,-0.281001,-0.639463,-0.170869,-0.49911,-0.816812,0.816812,-0.703223,0.961874,-0.528213,-1.63938,-0.431828,-0.248806,0.796196,0.879577,0.389023,-0.611045,1.18022,1.57789,-0.641238,1.1842
-0.303704,-0.345569,-0.852156,-0.851946,1.38496,0.392235,0.818401,2.49013,-1.91536,3.68125,1.5759,-0.816812,0.816812,1.29365,0.526789,-0.547884,-1.8124,-0.233393,-1.91974,0.628444,0.879577,1.85607,0.379588,2.6738,1.67152,2.75871,1.22132
-0.731982,-0.839914,-0.811319,-0.811333,-0.34089,-0.334835,-0.14764,-0.363669,1.2277,2.23671,1.5759,-0.816812,0.816812,1.29365,-0.355058,-0.540598,-0.261077,-0.465749,1.22729,0.796196,0.879577,-0.471257,-0.697006,-0.225096,0.83198,2.12013,-0.735069
-0.463108,-0.552551,-0.688309,-0.68832,-0.315351,-0.321555,-0.133572,-0.344654,-0.981777,0.952667,1.5759,-0.816812,0.816812,1.29365,0.198473,-1.42286,-0.261077,-0.43522,1.053,0.796196,0.879577,-0.0897271,-0.460508,0.0258145,0.83198,0.0780083,-0.0769489
-0.954763,-1.06096,-0.491126,-0.49106,-0.0750472,-0.218636,0.19704,-0.0509418,-0.981777,0.685158,1.5759,-0.816812,0.816812,1.29365,-0.814166,0.0866714,-1.74563,-0.404692,-1.07996,0.719363,0.879577,0.868787,-0.27322,1.78615,1.63539,0.445026,1.22132
