-0.827171,-0.435045,-0.949593,0.334054,0.747835,0.132621,0.758847,0.131417,0.74407,0.737637,0.606298,1.11627,0.33213,0.605972,-0.0677185,-0.192729,-0.805764,1.75629,0.799266,0.479243,-0.20999,0.866655
-0.768992,-0.529611,-0.0575724,0.713581,1.03501,0.452726,1.27353,0.451521,1.67741,1.76392,1.54394,2.27066,1.15648,1.54428,-0.137489,-0.632879,-0.386529,1.83284,1.47605,1.30782,0.274371,1.79897
-0.907141,-0.721312,-0.109593,0.882719,1.32219,0.718919,1.58162,0.71996,1.19961,1.025,1.17262,1.72174,0.697392,1.17231,-0.290884,-0.279042,-0.660375,1.93706,1.13851,1.01507,-0.103363,1.39906
-0.907286,-0.647425,-0.113935,0.773398,1.32219,0.577399,1.28078,0.576194,1.33696,1.2046,1.33711,1.844,0.804787,1.33679,-0.279998,-0.280624,-0.611559,1.82768,1.43725,1.29052,0.0619853,1.80231
-0.923281,-0.604689,-0.130272,1.36538,1.89654,1.09294,2.04193,1.09398,1.83173,1.5484,1.89457,2.52599,1.21372,1.89458,-0.177569,-0.505444,-0.78101,1.90446,1.77637,0.0959484,-0.129692,2.26126
-0.813641,-0.720754,-0.0583076,0.713581,1.03501,0.445987,1.46926,0.444782,0.917481,0.89158,0.750096,1.44562,0.492632,0.750428,-0.312409,-0.114777,-0.798251,1.9331,1.32225,0.870451,-0.507488,1.67803
-0.820526,-0.654278,-0.0345722,-0.596201,-0.400868,-0.591827,-0.516988,-0.590783,-0.722765,-0.729953,-0.775537,-0.707623,-0.623807,-0.775551,-0.464567,0.677855,0.938069,0.831522,0.0459314,0.373735,-1.37681,0.0577496
-1.13304,-0.910083,-0.275948,-0.684895,-0.400868,-0.628892,-0.589479,-0.630095,-0.744508,-0.760742,-0.726291,-0.700138,-0.679865,-0.726305,-0.529636,1.13111,1.33618,0.816161,-0.443224,-0.513026,-0.828458,-0.474889
-1.41335,-0.710852,-0.564564,-0.146543,0.460659,-0.126833,-0.0457992,-0.12579,-0.465565,-0.46825,-0.485972,-0.424849,-0.407836,-0.486311,-0.350015,-0.0167145,1.12578,1.00275,0.170352,1.21405,-0.154951,0.277625
-1.42963,-0.841629,-0.576696,-0.185734,0.460659,-0.211071,-0.0457992,-0.212274,-0.0704849,-0.139838,-0.123523,-0.0522515,0.0211553,-0.123202,-0.361891,-0.005417,0.466622,1.4523,0.616871,1.19279,0.13314,0.719162
-1.59206,-0.927571,-0.741075,-0.241425,0.460659,-0.258244,-0.0530483,-0.257201,-0.43905,-0.437461,-0.480063,-0.370789,-0.304571,-0.480073,-0.326264,-0.173524,1.08331,1.04917,0.398664,1.97219,0.0665804,0.479235
-1.50579,-0.887884,-0.690066,-0.169232,0.460659,-0.167267,-0.0313011,-0.166224,-0.116091,-0.170627,-0.140267,-0.122113,-0.114564,-0.140274,-0.332449,-0.106642,0.816366,1.3449,0.664243,1.64324,0.680905,0.769861
-0.418039,-0.40702,0.343541,-0.678707,-0.688043,-0.7165,-0.694591,-0.715456,-0.907843,-0.873633,-0.896682,-0.890595,-0.748314,-0.896697,-0.471,0.862456,-0.364969,-1.28765,-0.791364,-0.8836,-0.889629,-0.754995
-0.36375,-0.196367,-0.913772,-0.47863,-0.400868,-0.558132,-0.495241,-0.557088,-0.704734,-0.658113,-0.825768,-0.711782,-0.360629,-0.825783,-0.35719,0.678533,-0.657768,-0.944524,0.022179,0.341447,0.359447,-0.0739313
-0.0334293,-0.369432,-0.930315,-0.676644,-0.688043,-0.706391,-0.709089,-0.705347,-0.606097,-0.637587,-0.494836,-0.678514,-0.685766,-0.495176,-0.464072,0.685989,-0.228441,-1.15788,-0.385891,-0.27405,-0.669302,-0.404482
