-1.05615,-1.15478,-0.741858,0.312224,0.130744,0.121058,1.14193,0.424709,0.723561,0.374011,1.61169,-0.711782,-0.576766,-0.407173,-0.320377,-0.441355
-0.772497,1.40247,-0.741858,-0.749102,0.130744,1.11852,-0.875521,-2.35403,0.723561,-0.595961,-0.490576,-0.169175,-0.576766,2.98871,2.04151,2.11026
-0.583394,-0.870645,1.55536,1.37355,0.130744,-0.0241417,-0.875521,0.424709,0.723561,0.0102715,-0.911031,-0.303865,-0.576766,2.89882,0.270094,2.11026
-1.05615,-0.870645,-0.741858,1.37355,0.130744,0.0177238,-0.875521,-2.35403,-1.49497,-1.56593,-0.0701222,-0.249989,0.387925,-0.407173,-0.320377,-0.441355
1.68585,0.265913,-0.741858,-0.749102,0.130744,-0.472701,-0.875521,0.424709,-1.49497,-1.32344,-0.490576,-0.146086,-0.576766,-0.407173,-0.320377,-0.441355
-0.583394,-0.870645,1.55536,1.37355,0.130744,-0.224498,1.14193,0.424709,0.723561,0.858996,-1.75194,-0.473189,-0.255202,1.36069,1.45104,2.11026
-0.488842,0.550053,-0.741858,1.37355,0.130744,-0.370695,-0.875521,0.424709,0.723561,-0.232221,-0.490576,0.296466,-0.576766,2.89882,0.860565,0.834454
-0.205186,1.11833,-0.741858,-0.749102,0.130744,-0.423858,-0.875521,0.424709,0.723561,-1.20219,-0.490576,-0.434706,-0.255202,-0.407173,-0.320377,-0.441355
-0.0160828,-0.302366,-0.741858,1.37355,0.130744,-0.39927,-0.875521,0.424709,-1.49497,-0.232221,-0.490576,-0.796444,-0.255202,-0.407173,-0.320377,-0.441355
0.173021,1.40247,-0.741858,0.312224,0.130744,-0.50194,-0.875521,-2.35403,0.723561,0.131518,-0.911031,0.188714,-0.576766,1.07104,0.860565,2.11026
-0.205186,1.40247,-0.741858,-0.749102,0.130744,2.64196,-0.875521,0.424709,-1.49497,0.495257,-0.490576,0.0347834,-0.576766,-0.407173,-0.320377,-0.441355
0.173021,-1.72306,-0.741858,-0.749102,0.130744,-0.384982,-0.875521,0.424709,0.723561,0.131518,-0.911031,-0.580941,-0.255202,-0.407173,-0.320377,-0.441355
-0.488842,1.11833,-0.741858,1.37355,0.130744,-0.104218,1.14193,0.424709,0.723561,-0.353468,0.770786,0.246439,-0.255202,-0.407173,-0.320377,-0.441355
-2.00167,-0.0182262,1.55536,-0.749102,0.130744,-0.305903,1.14193,0.424709,0.723561,1.70772,-0.911031,-0.0113959,-0.576766,-0.407173,-0.320377,-0.441355
-0.961601,0.265913,-0.741858,-0.749102,0.130744,-0.353085,-0.875521,-2.35403,0.723561,1.58647,-2.17239,-0.673299,-0.576766,2.0099,0.270094,2.11026
-0.110635,-0.870645,-0.741858,1.37355,0.130744,-0.408241,1.14193,-2.35403,0.723561,1.58647,0.770786,-0.288472,-0.255202,-0.407173,-0.320377,-0.441355
1.40219,1.11833,-0.741858,-0.749102,0.130744,0.880618,1.14193,0.424709,0.723561,1.34398,0.770786,-0.0960579,0.709488,-0.407173,-0.320377,-0.441355
-0.39429,-1.72306,1.55536,1.37355,0.130744,0.297159,-0.875521,0.424709,0.723561,0.495257,-0.911031,-0.577092,-0.576766,1.12098,0.860565,2.11026
-1.52891,0.265913,1.55536,0.312224,0.130744,-0.546131,-0.875521,0.424709,-1.49497,0.858996,-0.490576,-0.0537269,-0.576766,-0.407173,-0.320377,-0.441355
-0.961601,1.40247,-0.741858,-0.749102,0.130744,-0.428842,1.14193,0.424709,0.723561,-1.08095,0.350332,-0.446251,-0.576766,1.12098,0.270094,0.834454
-0.299738,-0.870645,0.406752,-1.81043,0.130744,-0.472701,-0.875521,0.424709,0.723561,0.252764,2.03215,-0.646361,-0.255202,-0.407173,-0.320377,-0.441355
0.078469,-0.870645,0.406752,1.37355,0.130744,-0.467384,1.14193,0.424709,0.723561,0.374011,2.03215,-0.477037,0.0663611,-0.407173,-0.320377,-0.441355
0.267573,1.40247,1.55536,-0.749102,0.130744,-0.43748,1.14193,0.424709,-1.49497,-0.474714,-0.0701222,-0.596334,-0.255202,-0.407173,-0.320377,-0.441355
0.267573,-0.302366,-0.741858,-0.749102,0.130744,-0.4418,1.14193,0.424709,0.723561,-1.08095,0.350332,-0.534761,-0.255202,-0.407173,-0.320377,-0.441355
-1.43436,-0.586505,-0.741858,1.37355,0.130744,-0.29228,1.14193,0.424709,0.723561,1.70772,-2.17239,-0.365437,0.0663611,-0.407173,-0.320377,-0.441355
-0.0160828,-0.870645,-0.741858,1.37355,0.130744,1.48202,1.14193,0.424709,0.723561,0.495257,2.03215,-0.31541,-0.255202,-0.407173,-0.320377,-0.441355
1.30764,0.265913,-0.741858,0.312224,0.130744,-0.26437,-0.875521,0.424709,-1.49497,-1.32344,-0.490576,-0.0652717,-0.576766,-0.407173,-0.320377,-0.441355
2.44226,0.834193,-0.741858,-1.81043,0.130744,-0.241444,1.14193,0.424709,-0.385703,0.131518,0.770786,-0.557851,-0.576766,0.651544,0.860565,2.11026
1.40219,0.550053,-0.741858,-0.749102,0.130744,-0.212204,1.14193,-2.35403,0.723561,1.70772,0.350332,-0.442403,-0.255202,-0.407173,-0.320377,-0.441355
1.11854,-1.72306,-0.741858,-0.749102,0.130744,-0.437813,1.14193,-2.35403,0.723561,0.616503,0.770786,-0.731023,-0.255202,-0.407173,-0.320377,-0.441355
2.53682,0.834193,0.406752,-0.749102,0.130744,0.919161,1.14193,0.424709,-0.385703,-0.232221,0.350332,2.43611,-0.255202,-0.407173,-0.320377,-0.441355
-0.961601,1.11833,-0.741858,-0.749102,0.130744,-0.415883,1.14193,0.424709,0.723561,1.34398,0.770786,-0.704086,0.0663611,-0.407173,-0.320377,-0.441355
1.68585,-0.870645,-0.741858,-0.749102,0.130744,-0.458745,1.14193,0.424709,0.723561,0.616503,2.03215,-0.861865,-0.576766,-0.407173,-0.320377,-0.441355
-0.867049,-0.870645,1.55536,1.37355,0.130744,0.369926,-0.875521,0.424709,0.723561,1.22274,0.770786,2.67085,1.03105,-0.407173,-0.320377,-0.441355
0.740332,1.11833,-0.741858,1.37355,0.130744,-0.0623523,1.14193,0.424709,0.723561,-0.353468,0.770786,0.346494,0.0663611,-0.407173,-0.320377,-0.441355
0.078469,-1.72306,0.406752,-0.749102,0.130744,0.129033,-0.875521,0.424709,-1.49497,-0.232221,-0.490576,-0.438554,-0.576766,-0.407173,-0.320377,-0.441355
3.48233,0.834193,0.406752,0.312224,0.130744,-0.396612,1.14193,0.424709,-0.385703,0.73775,1.61169,-0.642513,-0.576766,-0.407173,-0.320377,-0.441355
-0.867049,0.265913,-0.741858,-0.749102,0.130744,0.221403,-0.875521,0.424709,0.723561,-0.232221,2.03215,-0.507823,-0.576766,-0.407173,-0.320377,-0.441355
-0.772497,-0.870645,-0.741858,-0.749102,0.130744,0.834766,-0.875521,0.424709,0.723561,-1.20219,-0.490576,1.92814,-0.576766,3.01868,0.860565,2.11026
-1.71802,1.40247,1.55536,1.37355,0.130744,-0.352088,-0.875521,0.424709,-1.49497,1.70772,-0.490576,-0.954223,4.88981,-0.407173,-0.320377,-0.441355
-0.299738,-0.870645,1.55536,1.37355,0.130744,3.50485,-0.875521,0.424709,-1.49497,0.131518,2.03215,1.3278,-0.255202,0.611593,1.45104,2.11026
-0.488842,-0.870645,1.55536,1.37355,0.130744,-0.288958,1.14193,0.424709,0.723561,-0.595961,0.770786,-0.607879,-0.255202,-0.407173,-0.320377,-0.441355
1.02399,0.265913,-0.741858,-0.749102,0.130744,-0.10156,-0.875521,0.424709,0.723561,-0.353468,-0.490576,0.388825,-0.576766,-0.407173,-0.320377,-0.441355
-0.867049,1.11833,-0.741858,1.37355,0.130744,-0.341123,-0.875521,0.424709,0.723561,-0.353468,-0.490576,-0.226899,0.0663611,-0.407173,-0.320377,-0.441355
-0.867049,1.11833,1.55536,1.37355,0.130744,0.259613,-0.875521,0.424709,0.723561,0.616503,2.03215,-0.973465,0.387925,-0.407173,-0.320377,-0.441355
-0.677946,-0.870645,1.55536,1.37355,0.130744,-0.182965,-0.875521,0.424709,-1.49497,-1.08095,-0.490576,-0.611727,-0.255202,-0.407173,-0.320377,-0.441355
1.30764,0.265913,-0.741858,0.312224,0.130744,-0.424522,1.14193,0.424709,-0.385703,-1.68718,-1.75194,-0.788748,0.0663611,-0.347246,0.860565,0.834454
-1.43436,0.265913,-0.741858,0.312224,0.130744,-0.472701,-0.875521,0.424709,-1.49497,0.616503,-0.490576,0.619721,-0.576766,-0.407173,-0.320377,-0.441355
-0.867049,-0.302366,1.55536,0.312224,-7.64682,-0.754794,-0.875521,-2.35403,0.723561,-1.44469,-1.75194,-0.230748,-0.576766,-0.407173,-0.320377,-0.441355
1.87495,-1.72306,-0.741858,-1.81043,0.130744,1.06536,-0.875521,0.424709,0.723561,1.34398,-2.17239,-0.319258,-0.576766,0.521702,0.270094,3.38607
0.362124,0.265913,0.406752,0.312224,0.130744,-0.192268,1.14193,0.424709,-1.49497,-1.32344,-0.0701222,2.90175,0.0663611,-0.407173,-0.320377,-0.441355
-0.39429,1.11833,1.55536,-0.749102,0.130744,-0.396944,-0.875521,0.424709,0.723561,0.495257,0.770786,5.6802,-0.255202,-0.407173,-0.320377,-0.441355
