-2.04427,1.37092,-0.726939,-2.35125,-0.68774
0.485933,0.198895,-0.726939,-2.35125,-0.842854
-2.04427,1.37092,-0.726939,0.42249,1.63897
-2.04427,-1.26614,-0.86931,0.42249,0.398057
0.485933,-0.973132,0.412027,0.42249,2.10431
0.485933,1.37092,-0.726939,-2.35125,-0.610183
0.485933,-0.680125,-0.442198,0.42249,-0.68774
0.485933,-0.533622,-0.726939,0.42249,-0.0672845
-2.04427,1.22442,-0.726939,-2.35125,2.33698
0.485933,0.198895,-0.726939,-2.35125,-0.610183
0.485933,-0.533622,1.97811,0.42249,-1.46331
0.485933,-0.0941115,-1.01168,0.42249,0.165386
0.485933,0.638406,1.83573,0.42249,0.0878293
0.485933,-1.11964,1.26625,0.42249,0.863398
0.485933,-1.11964,1.26625,0.42249,1.09607
0.485933,-1.11964,1.26625,0.42249,1.17363
0.485933,-0.973132,0.412027,0.42249,-1.38575
0.485933,1.22442,-0.726939,0.42249,1.4063
0.485933,-0.0941115,-0.726939,-2.35125,-1.38575
0.485933,-0.973132,2.40522,0.42249,1.09607
0.485933,1.66393,-0.157456,0.42249,-0.0672845
0.485933,1.66393,-0.157456,0.42249,-0.377512
0.485933,-1.70565,0.127285,0.42249,0.242943
0.485933,-1.85215,0.98151,-2.35125,-0.455069
0.485933,0.198895,0.696768,0.42249,0.708285
0.485933,-0.973132,0.412027,0.42249,-1.15308
0.485933,-0.826629,-0.726939,0.42249,-0.299955
0.485933,0.052392,0.98151,0.42249,0.785841
0.485933,1.07792,-0.86931,0.42249,1.09607
0.485933,1.22442,-0.726939,0.42249,0.0102724
0.485933,-0.387118,-1.01168,0.42249,1.79408
0.485933,0.638406,-0.442198,0.42249,-0.68774
0.485933,-0.0941115,-1.01168,0.42249,0.242943
-2.04427,-0.0941115,-0.726939,-2.35125,-1.15308
0.485933,-1.26614,-0.86931,0.42249,0.708285
0.485933,0.345399,-0.0150856,0.42249,0.630728
0.485933,-1.41264,1.12388,0.42249,-0.532626
0.485933,-1.26614,-0.86931,0.42249,1.56141
0.485933,0.052392,0.98151,0.42249,0.785841
-2.04427,1.37092,-0.726939,-2.35125,-0.68774
0.485933,0.198895,-0.726939,-2.35125,-0.842854
-2.04427,1.37092,-0.726939,0.42249,1.63897
-2.04427,-1.26614,-0.86931,0.42249,0.398057
0.485933,-0.973132,0.412027,0.42249,2.10431
0.485933,1.37092,-0.726939,-2.35125,-0.610183
0.485933,-0.680125,-0.442198,0.42249,-0.68774
0.485933,-0.533622,-0.726939,0.42249,-0.0672845
-2.04427,1.22442,-0.726939,0.42249,2.33698
0.485933,0.198895,-0.726939,-2.35125,-0.610183
0.485933,-0.533622,1.97811,0.42249,-1.46331
