0.919394,-0.925907,-0.0239743,-0.0790571,1.3327,-0.43686,0.622187,1.18146,0.516326,1.06115,-1.0182,1.06115,0.571902,1.64824,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,1.71614,-0.322043
-0.368421,-0.925907,-0.309106,-0.220463,0.1887,-0.43686,-0.66647,-0.356817,0.516326,-0.937519,-1.0182,1.06115,-1.73954,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,1.98843,-0.299039,-1.12457,-0.946807
0.275486,-0.925907,0.777526,-0.0355477,0.760698,1.48929,-0.66647,-0.356817,0.516326,1.06115,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,4.06824,-0.401053,-0.579818,-0.500316,-0.299039,-0.556429,1.55225
1.5633,0.602825,-0.322464,-0.253095,-1.24129,-0.43686,-0.66647,1.18146,0.516326,-0.937519,0.977062,1.06115,0.571902,-0.603581,2.5354,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,1.71579,1.98843,-0.299039,0.0117143,-0.946807
-0.368421,-0.925907,-0.322464,-0.253095,0.1887,2.45237,-0.66647,-0.356817,0.516326,-0.937519,0.977062,1.06115,-1.73954,-0.603581,-0.392383,0.798392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,-0.946807
0.275486,-0.161541,0.251945,-0.176953,1.3327,-0.43686,0.192634,-0.356817,0.516326,-0.937519,-1.0182,1.06115,-1.73954,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,-1.12457,2.17701
-1.65624,1.36719,-0.322464,-0.253095,-1.24129,-0.43686,-0.236918,-0.356817,-1.92678,-0.937519,0.977062,-0.937519,0.571902,-0.603581,2.5354,1.38732,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,1.98843,-0.299039,1.148,0.302721
-1.65624,1.36719,-0.322464,-0.253095,-1.24129,-0.43686,-0.236918,1.18146,0.516326,-0.937519,0.977062,1.06115,0.571902,1.64824,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,1.71614,-0.946807
-1.01233,0.602825,0.956712,0.0514712,-0.955295,-0.43686,0.622187,-1.12596,-1.92678,-0.937519,0.977062,-0.937519,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,0.302721
-1.01233,0.602825,0.956712,0.0514712,-0.955295,-0.43686,0.622187,-0.356817,-1.92678,-0.937519,0.977062,1.06115,0.571902,-0.603581,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,0.302721
1.5633,-0.161541,3.2198,-0.0899344,-1.24129,-0.43686,-0.66647,-0.356817,0.516326,-0.937519,0.977062,-0.937519,0.571902,-0.603581,-0.392383,0.209464,-0.367334,2.20691,3.11887,1.95135,1.04941,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,0.302721
-0.368421,-0.925907,-0.283771,-0.166076,-0.383298,-0.43686,0.622187,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.946807
-1.65624,1.36719,-0.313712,-0.253095,-1.24129,-0.43686,0.622187,-0.356817,-1.92678,-0.937519,0.977062,1.06115,-1.73954,1.64824,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,2.48059,-0.579818,-0.500316,-0.299039,0.0117143,0.302721
0.919394,-0.925907,-0.322003,-0.253095,0.760698,-0.43686,-0.66647,-1.12596,0.516326,-0.937519,-1.0182,-0.937519,0.571902,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.148,-0.946807
0.919394,-0.925907,-0.256594,0.725867,0.1887,-0.43686,-0.66647,-1.12596,0.516326,1.06115,-1.0182,-0.937519,-1.73954,-0.603581,-0.392383,-0.379464,1.79214,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-0.556429,-0.322043
-1.65624,1.36719,-0.322464,-0.253095,-1.24129,2.45237,-0.66647,-0.356817,-1.92678,-0.937519,0.977062,1.06115,-1.73954,1.64824,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,-0.500316,-0.299039,0.0117143,0.302721
-0.368421,-0.925907,-0.308185,-0.144321,0.1887,2.45237,-0.66647,-0.356817,0.516326,-0.937519,-1.0182,1.06115,-1.73954,1.64824,-0.392383,0.798392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,1.71614,-0.946807
-1.65624,1.36719,-0.31187,-0.253095,-1.24129,-0.43686,0.192634,3.48888,0.516326,1.06115,0.977062,1.06115,0.571902,1.64824,2.5354,0.209464,1.79214,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,1.71579,1.98843,3.32681,-1.12457,-0.946807
0.275486,-0.925907,-0.270413,-0.220463,-0.669296,-0.43686,-0.66647,-1.12596,0.516326,1.06115,-1.0182,-0.937519,-1.73954,-0.603581,-0.392383,-0.379464,-0.367334,-0.387882,-0.318976,-0.342965,-0.0879394,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-0.556429,-0.322043
-1.65624,1.36719,-0.322464,-0.253095,-1.24129,-0.43686,-0.66647,1.9506,0.516326,1.06115,0.977062,1.06115,0.571902,1.64824,-0.392383,-0.968392,1.79214,2.20691,3.11887,1.95135,-0.315409,-0.244539,-0.401053,1.71579,1.98843,-0.299039,1.148,-0.946807
0.919394,-0.925907,-0.300814,-0.242217,1.3327,-0.43686,-0.66647,0.412322,0.516326,-0.937519,-1.0182,-0.937519,0.571902,1.64824,2.5354,2.56518,8.27058,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,1.98843,-0.299039,2.28429,-0.946807
-1.01233,0.602825,0.183771,-0.187831,-0.955295,-0.43686,0.622187,-0.356817,0.516326,1.06115,-1.0182,1.06115,-1.73954,-0.603581,-0.392383,-0.968392,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,-1.12457,-0.322043
0.275486,-0.161541,-0.0460846,-0.242217,1.3327,-0.43686,1.48129,-0.356817,-1.92678,-0.937519,0.977062,-0.937519,0.571902,1.64824,-0.392383,0.209464,-0.367334,-0.387882,-0.318976,-0.342965,-0.315409,-0.244539,-0.401053,-0.579818,-0.500316,-0.299039,0.0117143,0.302721
