-1.17938,-2.18788,1.34687,2.29522,1.57012,-0.179462,-0.874232,-1.43843,-1.03586,-2.10831,-0.00477764,0.308829,0.0152126,-0.139392,0.770803,-0.161931,0.625664,-0.06147,0.154245,0.953174,0.0190807,0.32742,-0.0143929,-0.118442,0.762846
-1.39212,-1.15397,0.0577917,0.909154,2.55336,0.680807,-0.859089,-1.15355,-1.21517,-2.19692,-0.0943438,-0.0268667,0.304491,-0.290927,0.559966,-0.141241,-0.0703955,0.281272,-0.324181,0.534548,0.0236285,-0.126248,0.30698,-0.380753,0.419105
0.496807,-0.239263,0.696079,0.867805,-0.621596,-0.949335,-0.719118,0.323372,0.259803,0.442224,0.811223,1.68412,-2.37651,1.81855,0.966977,0.722326,2.16994,-2.98272,2.66246,0.997202,0.799529,1.64941,-2.39232,1.87406,0.965877
-2.0204,-1.05094,-2.8051,-1.96459,-2.29231,1.19851,1.7764,2.44548,4.96263,-0.936751,2.27306,-1.012,0.461694,-0.61346,-2.22967,2.82495,-0.182321,-0.537217,-0.310578,-1.66438,2.34214,-0.812312,0.412408,-0.589791,-1.72557
-0.949725,-1.4289,1.13861,1.68543,0.731312,-0.541795,-0.732901,-0.178463,-0.378485,-1.40679,0.200202,0.730263,-0.95903,0.473478,0.748614,0.290458,1.17394,-1.46057,1.00365,0.904647,0.197503,0.739428,-1.01349,0.514058,0.740187
-0.787295,-1.14937,0.684025,1.31302,1.1263,0.627783,-0.0886966,-1.81963,-1.10012,-1.57436,-0.0126138,-0.289488,0.421833,-0.4483,0.341383,-0.269958,-0.309279,0.502604,-0.478506,0.399924,0.0531741,-0.353827,0.483983,-0.487091,0.262042
0.51068,-0.678828,1.14941,1.11935,-0.085898,-0.0698557,0.0430189,-1.12261,-0.908545,-0.339534,0.145669,-0.236934,0.348459,-0.372448,0.370109,0.0779319,-0.273616,0.566243,-0.467991,0.415007,0.331478,-0.343172,0.456866,-0.457736,0.274655
-1.49666,-2.45075,0.65328,1.62138,2.14883,0.719098,-0.445082,-1.62764,-1.17512,-2.57249,-0.554698,-0.359494,0.42963,-0.505982,0.261872,-0.764756,-0.247569,0.554408,-0.478886,0.460315,-0.506052,-0.423223,0.502894,-0.538166,0.176044
-0.227649,-0.14374,-0.363062,0.412488,-0.457236,-0.948456,-0.34718,1.26892,0.966797,0.098192,0.763036,0.565923,-1.25665,0.548881,0.341783,1.08678,1.27586,-3.09131,1.73745,0.313707,0.71484,0.644405,-1.45521,0.660337,0.282242
0.982909,0.131845,0.901759,1.09506,-0.165679,-1.57179,-1.32308,-0.0617598,-0.0832891,0.877031,0.922089,1.46439,-2.17429,1.6645,1.01109,0.806905,1.22725,-2.10357,1.57234,0.994563,0.932813,1.19636,-1.83631,1.3397,0.931584
-1.65471,-0.626653,-2.0837,-1.52029,-0.792922,0.578677,1.56725,2.35467,1.92071,-0.0725344,2.0268,-1.02201,0.523933,-0.640236,-1.87808,1.04989,-0.831583,0.373627,-0.644794,-0.875281,1.48618,-0.881878,0.466192,-0.61299,-1.50211
-0.28674,-0.360643,0.69391,0.106947,0.160122,0.610481,0.419475,-0.994323,-0.69461,-0.296405,-1.91125,-0.561545,0.414037,-0.504393,-0.0483561,-1.55544,-0.817929,0.515228,-0.675699,-0.398355,-2.37516,-0.539656,0.483004,-0.534668,-0.0133836
-0.113874,0.125379,-0.0425192,-0.582315,-0.0226689,0.349749,0.976182,-0.0495758,-0.415886,0.172706,-1.72425,-0.902838,0.654669,-0.640666,-0.934352,-1.31797,-1.01672,0.679417,-0.75546,-1.08551,-1.95514,-0.946597,0.709343,-0.675339,-1.05373
-1.21565,-1.46236,-0.462993,-0.293146,0.519116,0.42863,0.69357,0.465582,0.371058,-0.810623,-2.41832,-0.843867,0.322122,-0.5315,-1.12702,-1.9617,-0.969365,0.362003,-0.65274,-1.3327,-2.68542,-0.711982,0.0883069,-0.349269,-1.03434
0.0390409,-0.371028,0.63382,-0.402483,-1.37413,-0.505882,0.97985,1.20023,0.481144,0.944218,-2.22962,-1.02297,0.574998,-0.645624,-1.59938,-1.79063,-1.11231,0.620706,-0.760618,-1.80377,-2.55607,-1.00646,0.631311,-0.667443,-1.5562
