0.495178,-1.61813,-1.76219,0.651529,-1.55201,-0.218542,-1.44453
-0.837993,-0.0307175,-1.76219,0.651529,0.353966,-0.218542,-1.44453
-0.837993,0.979454,-1.76219,-2.60612,-1.55201,-0.935635,-1.44453
-0.837993,0.257903,-1.76219,0.651529,0.353966,-0.218542,-1.44453
0.495178,-0.175028,-1.76219,0.651529,-1.55201,-0.218542,-1.44453
-0.837993,0.113593,-1.76219,0.651529,-0.59902,-0.218542,-1.44453
-0.837993,0.185748,-1.76219,-2.60612,0.353966,-0.935635,-1.44453
0.495178,-1.61813,-1.76219,0.651529,0.353966,-0.218542,-1.44453
-0.837993,0.979454,-1.76219,-2.60612,-1.55201,-0.935635,-1.44453
-0.837993,0.257903,-1.76219,0.651529,0.353966,-0.218542,-1.44453
-0.837993,0.979454,-1.76219,-0.977293,-1.55201,-0.218542,-1.44453
0.495178,-1.40166,-1.76219,0.651529,0.353966,-0.218542,-1.44453
-0.837993,0.546524,-1.76219,0.651529,-1.55201,-0.218542,-1.44453
-0.837993,0.185748,-1.76219,-0.977293,-1.55201,-0.218542,-1.44453
-0.837993,-0.0307175,-1.76219,0.651529,0.353966,-0.218542,-1.44453
0.495178,-1.54598,-1.76219,-0.977293,0.353966,-0.218542,-1.44453
-0.837993,0.185748,-1.76219,-0.977293,0.353966,-0.218542,-1.44453
-0.837993,0.257903,-1.76219,0.651529,0.353966,-0.218542,-1.44453
-0.837993,0.474368,-0.722695,0.651529,0.353966,-0.218542,-1.44453
0.495178,-0.680114,-0.722695,-0.977293,-1.55201,-0.218542,-3.46688
0.495178,-1.76244,-0.722695,0.651529,0.353966,-1.65273,-3.46688
-0.837993,-0.102873,-0.722695,0.651529,0.353966,1.21564,0.577813
1.82835,1.41239,-0.722695,-0.977293,-1.55201,-0.218542,0.577813
0.495178,-1.11304,-0.722695,-0.977293,-1.55201,-0.218542,0.577813
-0.837993,0.979454,-0.722695,-0.977293,-1.55201,-0.218542,0.577813
0.495178,-0.968734,-0.722695,-0.977293,0.353966,-0.218542,0.577813
-0.837993,0.402213,-0.722695,-0.977293,-1.55201,-0.218542,0.577813
-0.837993,0.0414377,-0.722695,0.651529,0.353966,-0.218542,0.577813
0.495178,-1.61813,-0.722695,0.651529,0.353966,-0.218542,0.577813
-0.837993,0.330058,-0.722695,0.651529,-1.55201,-0.218542,0.577813
0.495178,-1.25735,-0.722695,-0.977293,0.353966,-0.218542,0.577813
