-0.665504,0.870254,0.20506,-0.59206,-0.894912,-0.676029,0.892043,0.275975,-0.59303,-0.963078,-0.668183,0.93848,0.524913,-0.557317,-1.03613,-0.65299,0.935562,0.642675,-0.578387,-1.0401,-0.00477764,0.308829,0.0152126,-0.139392,0.770803,-0.161931,0.625664,-0.06147,0.154245,0.953174,0.0190807,0.32742,-0.0143929,-0.118442,0.762846,0.850973,0.947506,0.910474,0.843847,0.827445,0.848265
-0.570261,0.430889,-0.0380514,-0.479085,-0.57148,-0.588732,0.478346,-0.016592,-0.482054,-0.705954,-0.586073,0.514118,0.00721638,-0.514228,-0.797769,-0.557597,0.439974,-0.126768,-0.537407,-0.753481,-0.0943438,-0.0268667,0.304491,-0.290927,0.559966,-0.141241,-0.0703955,0.281272,-0.324181,0.534548,0.0236285,-0.126248,0.30698,-0.380753,0.419105,0.609202,0.47085,0.434737,0.363692,0.28648,0.262781
-0.351778,0.856641,1.09246,-0.699407,-0.512649,-0.331987,0.849474,1.10377,-0.711472,-0.476757,-0.359764,0.89869,1.45172,-0.618437,-0.515008,-0.435777,0.93893,1.89174,-0.558157,-0.638437,0.811223,1.68412,-2.37651,1.81855,0.966977,0.722326,2.16994,-2.98272,2.66246,0.997202,0.799529,1.64941,-2.39232,1.87406,0.965877,0.363752,0.664865,0.863807,0.996262,1.06293,1.09806
5.14133,-2.05074,-1.03991,-0.0824493,2.94055,5.01023,-2.04966,-1.04628,0.137773,3.03014,5.04656,-2.05755,-0.978631,0.599566,3.05374,5.17249,-2.06278,-0.914382,1.12185,3.1276,2.27306,-1.012,0.461694,-0.61346,-2.22967,2.82495,-0.182321,-0.537217,-0.310578,-1.66438,2.34214,-0.812312,0.412408,-0.589791,-1.72557,-3.59588,-2.15048,-1.72384,-1.60007,-1.56803,-1.55217
-0.519916,0.697579,0.267789,-0.639777,-0.458336,-0.53025,0.717229,0.297234,-0.636429,-0.502824,-0.548831,0.79589,0.626373,-0.550121,-0.59258,-0.578347,0.846815,0.953803,-0.529561,-0.718288,0.200202,0.730263,-0.95903,0.473478,0.748614,0.290458,1.17394,-1.46057,1.00365,0.904647,0.197503,0.739428,-1.01349,0.514058,0.740187,0.435807,0.529911,0.607692,0.639977,0.656978,0.691012
-0.584974,0.445532,-0.191026,-0.401973,-0.724395,-0.599146,0.474308,-0.138512,-0.425132,-0.782517,-0.591091,0.475207,-0.131556,-0.498046,-0.806875,-0.566832,0.437206,-0.251507,-0.460544,-0.712511,-0.0126138,-0.289488,0.421833,-0.4483,0.341383,-0.269958,-0.309279,0.502604,-0.478506,0.399924,0.0531741,-0.353827,0.483983,-0.487091,0.262042,0.779868,0.670052,0.458815,0.328819,0.30698,0.322342
-0.588572,0.446871,-0.127208,-0.420094,-0.75545,-0.599326,0.455827,-0.109556,-0.437566,-0.766355,-0.589351,0.451549,-0.221961,-0.402473,-0.718348,-0.569591,0.435177,-0.305101,-0.299753,-0.63399,0.145669,-0.236934,0.348459,-0.372448,0.370109,0.0779319,-0.273616,0.566243,-0.467991,0.415007,0.331478,-0.343172,0.456866,-0.457736,0.274655,0.804786,0.687893,0.499256,0.382643,0.359224,0.349009
-0.566503,0.322602,-0.457856,-0.379484,-0.458655,-0.590331,0.375126,-0.42873,-0.34674,-0.566003,-0.594659,0.425731,-0.3484,-0.314036,-0.668503,-0.573989,0.421044,-0.342422,-0.298454,-0.616308,-0.554698,-0.359494,0.42963,-0.505982,0.261872,-0.764756,-0.247569,0.554408,-0.478886,0.460315,-0.506052,-0.423223,0.502894,-0.538166,0.176044,0.543314,0.361513,0.117363,0.00876568,-0.00909555,-0.00154922
0.0402503,0.138182,0.152555,-0.639487,0.356675,0.0354627,0.139662,0.175704,-0.632351,0.393487,0.00126945,0.185379,0.415566,-0.521155,0.358914,-0.095973,0.242731,0.739548,-0.467231,0.231177,0.763036,0.565923,-1.25665,0.548881,0.341783,1.08678,1.27586,-3.09131,1.73745,0.313707,0.71484,0.644405,-1.45521,0.660337,0.282242,-0.504143,-0.192006,-0.00976523,0.0911953,0.136073,0.158932
-0.642246,1.11371,1.82957,-0.678528,-0.995912,-0.640806,1.08714,1.85085,-0.711642,-0.943038,-0.631541,1.0535,1.77267,-0.672861,-0.902798,-0.622635,1.0224,1.52083,-0.603055,-0.882318,0.922089,1.46439,-2.17429,1.6645,1.01109,0.806905,1.22725,-2.10357,1.57234,0.994563,0.932813,1.19636,-1.83631,1.3397,0.931584,0.843237,1.14566,1.31408,1.39192,1.42052,1.44051
2.11276,-1.46222,-1.02287,0.63453,2.07876,2.04397,-1.42368,-1.01836,0.882498,2.06367,2.10141,-1.40815,-0.941539,0.874142,2.08199,2.06529,-1.34262,-0.883108,0.488111,1.99275,2.0268,-1.02201,0.523933,-0.640236,-1.87808,1.04989,-0.831583,0.373627,-0.644794,-0.875281,1.48618,-0.881878,0.466192,-0.61299,-1.50211,-2.24437,-1.75979,-1.49347,-1.42286,-1.4069,-1.3972
-0.331918,-0.226699,-0.630102,-0.0366717,-0.0753131,-0.350728,-0.200442,-0.641656,-0.0439785,-0.103369,-0.356625,-0.201781,-0.685594,-0.0822098,-0.0930346,-0.334616,-0.238004,-0.739928,0.141351,0.0113645,-1.91125,-0.561545,0.414037,-0.504393,-0.0483561,-1.55544,-0.817929,0.515228,-0.675699,-0.398355,-2.37516,-0.539656,0.483004,-0.534668,-0.0133836,0.298904,-0.149757,-0.4292,-0.462643,-0.466911,-0.474967
0.137633,-0.87854,-0.910954,0.795501,0.354536,0.141541,-0.883038,-0.929105,0.742676,0.32691,0.128237,-0.910135,-0.944708,0.671501,0.363702,0.153825,-0.94004,-0.929755,0.713981,0.434347,-1.72425,-0.902838,0.654669,-0.640666,-0.934352,-1.31797,-1.01672,0.679417,-0.75546,-1.08551,-1.95514,-0.946597,0.709343,-0.675339,-1.05373,-0.0185409,-0.608892,-0.803517,-0.850614,-0.870983,-0.882278
0.765825,-1.22212,-1.0202,0.592011,1.044,0.737479,-1.20862,-1.04015,0.89935,0.990215,0.693301,-1.19146,-1.00752,1.39625,0.901838,0.75578,-1.18599,-0.936701,1.53687,0.91952,-2.41832,-0.843867,0.322122,-0.5315,-1.12702,-1.9617,-0.969365,0.362003,-0.65274,-1.3327,-2.68542,-0.711982,0.0883069,-0.349269,-1.03434,-0.854941,-1.2091,-1.22271,-1.17569,-1.14591,-1.13166
1.0756,-1.46046,-0.964008,1.65728,0.98069,1.12065,-1.48948,-0.998701,1.05951,0.990525,1.14531,-1.5083,-1.01432,0.615798,1.07233,1.15953,-1.5119,-0.994843,0.851583,1.17779,-2.22962,-1.02297,0.574998,-0.645624,-1.59938,-1.79063,-1.11231,0.620706,-0.760618,-1.80377,-2.55607,-1.00646,0.631311,-0.667443,-1.5562,-0.793382,-1.15152,-1.13703,-1.0714,-1.02425,-0.979071
1.65744,-1.64305,-1.00084,1.85899,1.06013,1.79685,-1.66088,-1.0221,1.39114,1.09552,1.70799,-1.59204,-0.983479,0.363842,1.084,1.35682,-1.48872,-0.894332,-1.0059,0.998181,-2.6381,-1.03268,0.624984,-0.65249,-1.78279,-2.32177,-1.11054,0.663055,-0.763566,-1.93108,-2.94025,-1.02754,0.690252,-0.678838,-1.71699,-0.881039,-1.28517,-1.22138,-1.1699,-1.13477,-1.05106
-0.0133535,-0.656759,-0.73642,0.26628,0.206499,-0.0176712,-0.650551,-0.738029,0.137683,0.135324,-0.0254974,-0.668743,-0.760428,-0.325741,0.119691,0.008226,-0.719848,-0.788274,-0.65426,0.179002,-2.3202,-0.800248,0.553479,-0.603844,-0.657818,-1.86579,-0.916551,0.594319,-0.71518,-0.812602,-2.58244,-0.824766,0.598517,-0.628692,-0.733601,0.0144629,-0.457036,-0.661696,-0.715899,-0.728683,-0.733101
0.166928,-0.847855,-0.841658,0.692022,0.355286,0.173915,-0.852713,-0.860809,0.441024,0.32629,0.177473,-0.886316,-0.885037,-0.161241,0.360044,0.248448,-0.991984,-0.910684,-0.376576,0.496867,-1.76142,-0.910204,0.605134,-0.636138,-0.914382,-1.26999,-1.01656,0.617887,-0.746385,-1.1105,-1.99801,-0.92005,0.642825,-0.658927,-0.988286,-0.10226,-0.635669,-0.814561,-0.860809,-0.869234,-0.887076
0.258853,-0.974493,-0.956482,0.585644,0.803966,0.289099,-0.989246,-0.978311,0.780768,0.804416,0.308539,-1.02618,-0.98124,1.21394,0.828444,0.331838,-1.0703,-0.966937,1.97628,0.926946,-1.31806,-0.77529,0.650412,-0.63281,-0.751572,-0.841588,-0.978321,0.656558,-0.75609,-1.08572,-1.49918,-0.937521,0.673001,-0.677598,-0.994343,-0.59157,-0.9802,-1.05933,-1.06327,-1.06381,-1.08783
1.01707,-1.38326,-1.02674,2.00424,1.00364,1.02639,-1.37789,-1.04441,1.6779,0.981799,1.01023,-1.40305,-1.03009,0.896051,0.964208,1.17651,-1.50341,-1.01823,1.59334,1.13681,-1.57882,-1.03586,0.608932,-0.657968,-1.51509,-1.10534,-1.10893,0.641796,-0.766545,-1.63038,-1.72667,-1.02596,0.686854,-0.685074,-1.46867,-0.773881,-1.18285,-1.22626,-1.20919,-1.21926,-1.24226
