-1.28751,-1.29706,0.910391,0.648021,1.52435,0.0194352,1.16637,-0.170389,-0.58485,-0.144808,-0.616049,-0.312796,-0.303999,-0.300269,-0.269187,-0.554459,-0.517827,-0.469096,-0.484095,-0.553063,-0.659113,-0.848792,-0.863407,-0.999155
-1.28751,-1.29706,0.910391,0.650313,1.52435,0.0194352,1.16637,0.0869084,-0.58485,-0.14022,-0.61822,-0.312796,-0.306131,-0.298366,-0.269187,-0.555369,-0.517827,-0.469096,-0.484095,-0.549559,-0.659113,-0.848792,-0.861084,-0.999155
-1.28751,-1.29706,0.910391,0.635802,1.52435,0.0194352,1.16637,0.0869084,-0.583376,-0.144808,-0.617496,-0.312796,-0.306131,-0.300269,-0.269187,-0.554459,-0.517827,-0.469096,-0.484095,-0.549559,-0.659113,-0.848792,-0.858761,-0.999155
-1.28876,-1.29493,0.910391,0.633511,1.52435,0.0194352,1.16637,-0.16859,-0.583376,-0.145573,-0.592895,-0.312796,-0.306131,-0.300269,-0.269187,-0.554459,-0.517827,-0.469096,-0.484095,-0.549559,-0.659113,-0.848792,-0.86031,-0.999155
-1.28751,-1.29706,0.911192,0.635802,1.52435,0.0194352,1.16637,0.0896073,-0.583376,-0.147866,-0.617496,-0.312796,-0.306131,-0.300269,-0.269187,-0.555369,-0.517827,-0.469096,-0.484095,-0.549559,-0.659113,-0.848792,-0.862633,-0.999155
-1.28627,-1.29706,0.911192,0.635802,1.52435,0.0194352,1.16637,0.0833098,-0.583376,-0.143279,-0.610984,-0.313596,-0.306841,-0.299001,-0.269187,-0.5581,-0.517827,-0.469096,-0.484095,-0.552187,-0.659113,-0.848792,-0.86031,-0.998286
-1.28502,1.89552,0.911994,0.635038,1.52435,0.0202148,-0.22856,-0.174887,-0.586324,-0.148631,-0.595066,-0.315197,-0.308263,-0.302171,-0.268604,-0.559011,-0.518888,-0.47022,-0.484095,-0.547807,-0.656859,-0.847519,-0.86031,-0.996548
-1.28004,1.91041,0.915201,0.63962,1.52435,0.0202148,1.16637,0.0770123,-0.588535,-0.148631,-0.616049,-0.318399,-0.311105,-0.305342,-0.271518,-0.552639,-0.51995,-0.471344,-0.484969,-0.546055,-0.653479,-0.846247,-0.86031,-0.993071
-1.27132,1.91325,0.918407,0.643439,1.52435,0.0209945,-0.229267,0.0716145,-0.591483,-0.153219,-0.610261,-0.324002,-0.31608,-0.309147,-0.846883,-0.552639,-0.521011,-0.471344,-0.485843,-0.542551,-0.648971,-0.843066,-0.852567,-0.987856
-1.2626,1.91112,0.922416,0.647258,1.52435,0.0225539,1.16637,-0.174887,-0.592956,-0.156277,-0.623285,-0.329605,-0.321054,-0.313586,-0.852129,-0.55719,-0.524195,-0.472468,-0.489337,-0.53817,-0.644464,-0.839884,-0.847147,-0.981771
-1.25388,-1.27791,0.927225,0.667115,1.52435,0.0233336,1.16637,0.0635177,-0.597378,-0.153983,-0.633415,-0.336009,-0.326739,-0.31866,-0.857376,-0.554459,-0.525257,-0.474717,-0.490211,-0.53379,-0.63883,-0.837339,-0.840952,-0.974818
-1.24392,-1.27224,0.932035,0.671697,1.52435,0.0248929,1.16637,0.0599191,-0.601063,-0.1601,-0.637033,-0.341612,-0.331714,-0.321196,-0.860873,-0.568113,-0.524195,-0.475841,-0.489337,-0.532038,-0.633196,-0.834158,-0.835532,-0.967864
-1.23395,-1.26444,0.936845,0.673224,1.52435,0.0256726,1.16637,0.0590195,-0.606221,-0.163159,-0.637756,-0.348016,-0.337399,-0.580571,-0.864371,-0.565383,-0.525257,-0.476965,-0.490211,-0.52503,-0.627562,-0.830977,-0.829337,-0.96178
-1.23021,-1.26444,0.93925,0.663296,1.52435,0.027232,1.16637,-0.197378,-0.605484,1.67422,-0.652952,-0.351217,-0.340952,-0.583741,-0.844551,-0.527151,-0.52738,-0.479213,-0.491958,-0.522402,-0.625308,-0.829704,-0.828563,-0.958303
-1.23021,-1.27295,0.945663,0.661005,-0.0101193,0.0256726,1.16637,-0.19288,-0.60401,-0.162394,-0.652228,-0.351217,-0.340952,-0.583741,-0.842802,-0.609076,-0.52738,-0.480338,-0.492832,-0.498749,-0.625308,-0.83034,-0.827788,-0.958303
-1.23271,-1.28146,0.95849,0.662532,-0.00489242,0.0264523,1.16637,0.396385,-0.603274,-0.384898,-0.650781,-0.350417,-0.342374,-0.58501,-0.844551,-0.609076,-0.528441,-0.481462,-0.494579,-0.493492,-0.627562,-0.829704,-0.828563,-0.960041
-1.23395,-1.28004,0.956085,0.660241,-0.00265232,0.0264523,-0.278783,0.399084,-1.0506,-0.160865,-0.650057,-0.349617,-0.341663,-0.582473,-0.842219,-0.611807,-0.528441,-0.481462,-0.494579,-0.493492,-0.624181,-0.822069,-0.830111,-0.96091
-1.2352,-1.27791,0.965704,0.662532,-0.00787922,0.0256726,-0.283734,0.40898,-1.05281,-0.163159,-0.650057,-0.348816,-0.340952,-0.584376,-0.841636,-0.611807,-0.52738,-0.481462,-0.494579,-0.490864,-0.624181,-0.822069,-0.830111,-0.96091
-1.23395,-1.285,2.02708,0.662532,-0.00190562,0.0264523,-0.285857,0.407181,-1.05281,-0.160865,-0.650057,-0.349617,-0.341663,-0.584376,-0.839888,-0.555369,-0.531626,-0.481462,-0.491958,-0.477724,-0.624181,-0.813798,-0.830111,-0.96091
-1.23644,1.89552,0.967308,0.660241,-0.00414572,0.0264523,-0.287979,0.407181,-1.04912,-0.160865,-0.651504,-0.348816,-0.341663,-0.584376,-0.812489,-0.559011,-0.531626,-0.482586,-0.495453,-0.49612,-0.624181,-0.82525,-0.830111,-0.96091
-1.2352,-1.29139,2.02788,0.663296,-0.0131061,0.0280117,-0.287271,0.396385,-1.0506,-0.165453,-0.649334,-0.348816,-0.341663,-0.583107,-0.811323,-0.508945,-0.529503,-0.48371,-0.493705,-0.483856,-0.625308,-0.832886,-0.829337,-0.96091
-1.23644,1.89552,2.02788,0.660241,-0.0116127,0.0287913,-0.289393,0.40988,-1.05207,-0.397896,-0.64861,-0.348816,-0.342374,-0.581205,-0.813072,-0.532613,-0.529503,-0.484834,-0.495453,-0.439178,-0.625308,-0.835431,-0.829337,-0.96091
-1.23644,1.89552,2.02869,0.661005,-0.0101193,0.029571,-0.289393,0.410779,-1.0506,-0.397132,-0.647887,-0.348816,-0.342374,-0.583741,-0.756527,-0.533523,-0.530564,-0.485959,-0.4972,-0.502253,-0.626435,-0.838612,-0.833983,-0.96091
-1.23395,-1.28997,2.02949,0.659477,-0.00339902,0.0334694,-0.286564,0.38289,-1.04691,-0.397132,-0.647887,-0.348016,-0.343084,-0.583741,-0.301249,-0.477086,-0.52738,-0.487083,-0.502442,-0.507509,-0.618547,-0.839248,-0.835532,-0.96091
-1.22772,-1.28855,-1.57711,0.661005,-0.000412218,0.0350288,-0.291515,0.0779119,-1.04544,-0.396367,-0.644269,-0.348016,-0.345927,-0.333246,-0.29367,-0.460701,-0.502966,-0.488207,-0.507684,-0.463707,-0.620801,-0.840521,-0.840178,-0.960041
-1.23644,-1.28075,-1.57872,0.661769,-0.00339902,0.0350288,-0.290101,0.374793,-1.04175,-0.396367,-0.643545,-0.348016,-0.346638,-0.336416,-0.261025,-0.467983,-0.483859,-0.489331,-0.509431,-0.514517,-0.625308,-0.841157,-0.844049,-0.960041
-1.2352,-1.25735,-1.57792,0.662532,-0.00339902,0.0350288,-0.290101,0.0824102,-1.03954,-0.397132,-0.643545,-0.348016,-0.347348,-0.338953,-0.259277,-0.468893,-0.463691,-0.489331,-0.510305,-0.45407,-0.624181,-0.843066,-0.844049,-0.958303
-1.23395,-1.28784,2.03109,0.663296,-0.00339902,0.0342491,-0.290101,0.0779119,-1.04544,-0.397896,-0.643545,-0.349617,-0.348059,-0.339587,-0.262191,-0.468893,-0.472183,-0.489331,-0.509431,-0.501377,-0.623054,-0.839884,-0.840178,-0.957434
-1.23271,-1.27578,-1.57551,0.663296,-0.00414572,0.0342491,-0.290808,0.0797112,-1.04617,-0.397896,-0.645716,-0.350417,-0.348769,-0.340221,-0.262191,-0.579037,-0.467937,-0.489331,-0.508557,-0.500501,-0.621927,-0.839248,-0.841726,-0.957434
-1.23271,-1.27508,-1.57792,0.663296,-0.00190562,0.0365882,-0.290808,0.0779119,-1.04617,-0.397896,-0.646439,-0.350417,-0.348769,-0.340221,-0.262191,-0.579037,-0.460506,-0.489331,-0.508557,-0.503129,-0.623054,-0.839248,-0.841726,-0.957434
