1.22474,2.06493,-0.316228,-1.44914,0.379628,1.89737,0.369274,-0.316228,0.621059,0.806405,-0.316228,0.737865,1.19272,-0.114208,1.49079,0.444478,0.398527,1.44914,1.44914,1.35106,1.44914,0.514496,-0.621059,1.1619,-0.774597,-0.474342,2.84605,-0.621059,2.84605
0,0.850265,-0.316228,0.621059,1.19312,-0.474342,1.10782,-0.316228,0.621059,0.483843,-0.316228,-0.316228,0.340777,1.02787,-0.542105,1.92607,-0.265684,-0.621059,-0.621059,-0.619234,-0.621059,-0.514496,-0.621059,1.1619,1.1619,-0.474342,-0.316228,-0.621059,-0.316228
0,-0.364399,-0.316228,0.621059,0.379628,-0.474342,-1.10782,-0.316228,0.621059,-0.483843,-0.316228,0.737865,1.19272,-0.114208,-0.542105,0.444478,1.72695,-0.621059,-0.621059,-0.619234,-0.621059,-0.514496,-0.621059,-0.774597,-0.774597,1.89737,-0.316228,1.44914,-0.316228
1.22474,-0.364399,-0.316228,0.621059,0.650791,-0.474342,1.10782,-0.316228,0.621059,-1.45153,-0.316228,0.737865,0.340777,1.02787,0.135526,0.444478,1.06274,1.44914,1.44914,1.35106,1.44914,2.57248,1.44914,1.1619,-0.774597,1.89737,-0.316228,-0.621059,-0.316228
0,0.850265,-0.316228,0.621059,-0.976187,-0.474342,1.10782,2.84605,-1.44914,-1.77409,-0.316228,-0.316228,0.340777,1.02787,-0.542105,0.444478,-0.265684,-0.621059,-0.621059,-0.619234,-0.621059,-0.514496,-0.621059,1.1619,1.1619,-0.474342,-0.316228,-0.621059,-0.316228
-1.22474,-0.364399,-0.316228,-1.44914,-1.24735,1.89737,-1.10782,-0.316228,0.621059,0.161281,-0.316228,0.737865,-1.36311,-1.25629,-0.88092,-1.03712,-0.929896,-0.621059,-0.621059,-0.619234,-0.621059,-0.514496,-0.621059,-0.774597,-0.774597,-0.474342,-0.316228,1.44914,-0.316228
0,-0.364399,-0.316228,0.621059,-0.976187,-0.474342,-1.10782,-0.316228,0.621059,1.12897,-0.316228,0.737865,0.340777,-0.114208,1.15197,-1.03712,-0.929896,-0.621059,-0.621059,-0.619234,-0.621059,-0.514496,-0.621059,-0.774597,-0.774597,-0.474342,-0.316228,1.44914,-0.316228
-1.22474,-0.364399,2.84605,-1.44914,-1.24735,-0.474342,0.369274,-0.316228,0.621059,1.12897,-0.316228,-2.42441,-1.36311,-1.25629,-0.88092,-1.03712,-0.929896,-0.621059,-0.621059,-0.619234,-0.621059,-0.514496,-0.621059,-0.774597,1.1619,-0.474342,-0.316228,-0.621059,-0.316228
1.22474,-0.364399,-0.316228,0.621059,0.650791,-0.474342,-1.10782,-0.316228,-1.44914,-0.161281,-0.316228,-0.316228,0.340777,1.02787,1.49079,0.444478,1.06274,1.44914,1.44914,1.63253,1.44914,0.514496,1.44914,-0.774597,1.1619,-0.474342,-0.316228,-0.621059,-0.316228
-1.22474,-1.57906,-0.316228,0.621059,1.19312,-0.474342,0.369274,-0.316228,-1.44914,0.161281,2.84605,-0.316228,-1.36311,-1.25629,-0.88092,-1.03712,-0.929896,-0.621059,-0.621059,-0.619234,-0.621059,-0.514496,1.44914,-0.774597,-0.774597,-0.474342,-0.316228,-0.621059,-0.316228
