-1.19896,-0.978945,-0.978945,-0.978945
-1.19896,-0.978945,-0.978945,0.978945
-1.19896,-0.978945,0.978945,-0.978945
-1.19896,-0.978945,0.978945,0.978945
-1.19896,0.978945,-0.978945,-0.978945
-1.19896,0.978945,-0.978945,0.978945
-1.19896,0.978945,0.978945,-0.978945
-1.19896,0.978945,0.978945,0.978945
0,-0.978945,-0.978945,-0.978945
0,-0.978945,-0.978945,0.978945
0,-0.978945,0.978945,-0.978945
0,-0.978945,0.978945,0.978945
0,0.978945,-0.978945,-0.978945
0,0.978945,-0.978945,0.978945
0,0.978945,0.978945,-0.978945
0,0.978945,0.978945,0.978945
1.19896,-0.978945,-0.978945,-0.978945
1.19896,-0.978945,-0.978945,0.978945
1.19896,-0.978945,0.978945,-0.978945
1.19896,-0.978945,0.978945,0.978945
1.19896,0.978945,-0.978945,-0.978945
1.19896,0.978945,-0.978945,0.978945
1.19896,0.978945,0.978945,-0.978945
1.19896,0.978945,0.978945,0.978945
