-0.495591,0.305248,0.815238,0.606435,0.531656,0.608385,0.0410825,-0.090348,-0.253936,-0.154743,0.689465,1.74608,1.45697,1.57789,1.54022,1.11213,0.930513,0.599699,0.862529,0.6466,1.02623,1.14555,0.931258,0.832058,1.04255,0.914658,-1.44391,-1.31069,-1.27372,-1.25117,-1.22647,-1.2686,-1.3005,-1.30556,-1.21539,-0.977019,-0.666468,-0.461477,-0.409227,-0.383319,-0.387624,-0.419298,-0.460233,-0.503259,-0.454434,-0.429597,-0.431374,-0.436764,-0.384507,-0.316623,-0.498322,-0.804586,-1.16403,-1.59599,0.401883,-0.237782,0.470371,-2.01135,-0.319387,0.312399,-0.135903,0.255735,-1.24889,-0.554974,0.1701,-0.329722,0.194517,-1.08685,-1.29605,0.283036,-1.58226,-0.282034
1.0346,1.38619,1.52573,1.0925,1.59028,1.51922,1.19686,0.774562,0.6168,0.597691,1.01271,1.12916,1.09269,0.921747,1.59986,1.35489,0.612663,0.263394,0.229486,0.720384,0.266814,0.450822,0.699971,0.98477,1.04255,1.18022,-0.258461,-0.206033,-0.13603,-0.112118,-0.0527341,-0.00254326,-0.0148721,-0.100091,-0.190198,-0.202032,-0.148509,-0.107275,-0.108166,-0.0828862,-0.0457492,-0.0841999,-0.194749,-0.308128,-0.30974,-0.303359,-0.302609,-0.294204,-0.241765,-0.17314,-0.149892,-0.187392,-0.742424,-1.09199,-0.522624,1.34629,0.410663,-1.98616,2.07932,0.47309,1.06199,0.245152,-1.0205,0.756429,-0.0693332,0.436742,0.202862,0.202257,-0.480761,0.254555,-1.58226,-0.282034
1.11111,1.07735,0.973124,0.606435,0.694521,0.939596,0.866639,0.695934,-0.0362521,-0.0179369,0.301574,0.820691,1.03198,1.1007,1.6595,1.53696,1.50264,1.20505,0.862529,0.499032,0.798406,1.68589,1.9335,2.35918,1.10124,1.26874,-0.0788476,-0.0379341,-0.00429726,0.0317621,0.0550577,0.0691201,0.0669406,-0.0219583,-0.135666,-0.223559,-0.180221,-0.0343506,-0.0458772,-0.0621667,-0.0768288,-0.0737281,-0.141653,-0.232244,-0.254088,-0.211549,-0.12702,-0.0447234,0.0318253,0.0899127,-0.171009,-0.082586,-0.742424,0.0240191,-0.239167,1.45425,0.321953,-1.20536,0.552872,-0.199993,0.581497,0.225614,-1.34024,1.2333,-0.221604,1.28269,0.190345,0.392049,0.422664,0.233842,-1.14977,-0.282034
2.48827,1.84945,1.8415,1.98363,1.26455,1.43641,1.11431,0.538677,0.108871,0.392482,0.430871,0.265455,-0.242996,-0.390545,-0.368171,0.565912,-0.0230366,-0.140171,-0.26288,0.867953,1.70971,1.68589,2.24188,2.13011,0.57298,1.00318,0.124714,0.142172,0.187313,0.223602,0.270641,0.28411,0.253941,0.178954,0.027928,-0.0943947,-0.190792,-0.273958,-0.305412,-0.33152,-0.335825,-0.387883,-0.396517,-0.34065,-0.254088,-0.154168,-0.0919026,-0.00908335,0.0913014,0.149697,-0.44553,-0.082586,-0.577448,1.21203,-0.507361,1.18602,0.246891,-0.676426,1.38879,-0.143903,1.19713,0.202006,-1.54579,0.796169,-0.0336282,1.38772,0.177827,1.04523,1.18654,0.213128,-1.14977,1.29731
0.881577,0.536878,0.183692,0.0393557,-0.364103,0.111568,-0.206584,-0.326232,-0.689304,-0.770371,-0.280262,-0.413167,0.181996,0.146302,0.168565,0.141077,-0.0866066,0.263394,0.0888102,0.572816,0.494639,0.605205,1.62512,1.44291,-0.0139796,0.2065,0.184585,0.190201,0.211265,0.235592,0.270641,0.319942,0.335754,0.257086,0.158803,0.0885884,0.0311908,0.0281558,0.161751,0.258986,0.306486,0.324201,0.314979,0.244743,0.224516,0.201593,0.107098,0.109717,0.126987,0.173611,0.230213,0.196898,-2.39218,-1.992,-0.433226,-0.2614,-5.02963,-1.43204,-1.40971,-0.776055,-0.155924,-4.91939,2.29113,-1.15107,-0.950405,-0.108299,-4.64155,-0.490361,-2.61079,-5.0662,0.00352447,0.15836
1.26412,1.61782,1.52573,0.930481,0.205926,0.277174,0.123638,-0.168976,0.0363093,-0.496758,-0.0863169,0.758998,0.424849,-0.0326474,0.347477,-0.223067,-0.404456,1.20505,1.42523,0.867953,3.30448,3.92444,2.70446,1.90104,1.8056,1.00318,0.196559,0.298264,0.342997,0.355492,0.378433,0.391605,0.359129,0.234763,0.0824594,-0.0190487,-0.127368,-0.315629,-0.378082,-0.383319,-0.377265,-0.377411,-0.364659,-0.34065,-0.365391,-0.337787,-0.407963,-0.377364,-0.25366,-0.220967,-0.44553,-0.105876,0.247431,0.456023,-0.101799,1.19277,0.0865315,-0.348991,0.807281,0.594366,1.64759,0.145834,-0.403849,-0.793411,0.307669,1.49276,0.173654,0.88748,0.786238,0.174291,0.00352447,4.15228
1.72318,1.38619,1.92044,3.03678,3.78896,4.66572,4.00375,3.60518,2.93876,1.96575,2.24103,2.30132,2.06411,1.81649,2.01732,2.02249,1.69335,1.47409,2.26929,3.00769,2.39318,1.06835,0.468684,0.0684976,1.92299,2.77357,-0.19859,-0.170012,-0.148005,-0.0881377,-0.196457,-0.504187,-0.692749,-0.903739,-1.11723,-1.21382,-1.26899,-1.33657,-1.40584,-1.45037,-1.50649,-1.53978,-1.57526,-1.54396,-1.50068,-1.4395,-1.37955,-1.36341,-1.35992,-1.42862,-0.846752,-1.13065,-0.0825205,1.53603,-0.328565,0.997082,-0.208599,-0.27343,0.516528,1.24926,2.40336,0.00988199,-0.403849,2.18705,-0.230005,3.52531,0.111065,0.828324,0.947826,0.132864,-2.30307,-0.14536
0.57554,1.15456,1.60467,2.30767,2.73034,2.76126,3.1782,2.42575,2.14059,2.37617,2.11173,2.11624,2.4891,2.11474,2.07696,2.14387,1.82049,0.66696,-0.544233,-0.97665,-1.4039,-1.32458,-0.610655,-0.771418,1.8056,1.62282,-1.40799,-1.34671,-1.28569,-1.26316,-1.25042,-1.20888,-1.17194,-1.17162,-1.24811,-1.2784,-1.23728,-1.15946,-1.10478,-1.01526,-0.926337,-0.859115,-0.82129,-0.839318,-0.966429,-1.11817,-1.20397,-1.36341,-1.44318,-1.38079,-0.941778,-1.21217,-1.77811,0.636024,3.08601,0.502799,-0.312662,-2.04913,-1.11896,1.99662,1.18378,-0.14398,-2.29947,-0.356277,1.06797,2.47639,-0.0391496,-0.988256,0.474079,0.14581,0.724335,-0.282034
-0.342572,0.0736174,-0.13208,-0.122667,-0.526968,-0.71646,-0.206584,-0.326232,-0.544181,-0.291549,-0.0216684,0.327147,0.242709,0.683149,0.764938,0.444531,0.358383,0.263394,0.440501,0.351464,0.038989,0.219247,-0.225176,-0.236926,0.220804,0.0294601,-1.45588,-1.43076,-1.44138,-1.46699,-1.50194,-1.54331,-1.4875,-1.49531,-1.48805,-1.35375,-1.05758,-0.826098,-0.699906,-0.663032,-0.636261,-0.618263,-0.662,-0.774274,-0.855126,-0.808311,-0.805964,-0.793165,-0.741364,-0.711201,-0.72005,-1.09571,-1.67729,-0.623986,2.41007,-0.974989,-0.138655,-1.92319,-0.646484,1.53577,-1.12024,-0.0462897,-2.00257,0.875648,-0.950405,-0.108299,0.0192671,-0.657969,-0.194309,0.174291,1.58931,-0.282034
-0.419082,-0.621273,-0.684683,-0.689747,-0.6084,-0.799262,-0.867029,-0.955258,-0.689304,-0.701968,0.107628,0.38884,0.242709,-0.0326474,0.0492901,0.262459,-0.0866066,-0.341954,-0.192542,-0.165025,-0.0369527,0.064864,0.0061105,0.0684976,-0.248764,-0.324619,-0.65361,-0.662303,-0.627032,-0.651667,-0.627624,-0.599738,-0.657687,-0.635856,-0.517386,-0.277378,-0.0639446,-0.0343506,-0.0874028,-0.0621667,-0.0561091,-0.0632563,-0.18413,-0.275606,-0.254088,-0.200073,-0.162138,-0.199164,-0.170393,-0.185097,-0.160451,-0.33878,-1.09071,-1.16399,0.720228,-0.126442,0.113827,-2.18766,-0.828204,0.761121,-0.140908,0.0847776,-1.68282,-0.83315,0.993413,-0.233204,0.0985469,-0.879804,-0.370587,0.205361,1.73347,-0.282034
