-0.344131,0.981334,-0.814793,0.200374,-0.0264558,0.27562,-0.186566,0.29798,-0.332639
-0.602496,1.55636,1.48598,-0.363805,-0.224534,0.112843,-0.0696274,-0.372984,-0.53788
-0.308207,1.63778,-0.504809,0.389076,0.245057,0.917209,0.0296517,0.480254,-0.201658
-0.536178,1.75991,1.69263,-0.277401,-0.104034,0.675443,0.164448,-0.339265,-0.415371
-0.55895,1.1747,1.27932,-0.344107,-0.217687,0.122817,-0.0736592,-0.346612,-0.505678
-0.523083,0.436842,-0.167271,-0.377056,-0.261546,-0.111548,-0.315002,-0.325545,-0.499663
-0.654946,0.350334,-0.608137,-0.607614,-0.330759,-0.32266,-0.487768,-0.557992,-0.629566
-0.674546,0.492818,0.721351,-0.519078,-0.30026,-0.18351,-0.44349,-0.463582,-0.627835
-0.416807,1.35535,1.09333,-0.0313341,0.0457584,0.893597,0.111883,-0.0142743,-0.271713
-0.479145,1.4495,1.45154,-0.0953735,-0.0660403,0.512188,0.0451786,-0.0746661,-0.330743
-0.496388,2.88197,1.80285,0.34196,0.176929,0.772887,-0.0966005,0.441412,-0.395924
-0.377016,1.56145,-0.628803,0.150559,0.133706,0.912172,0.0182829,0.223684,-0.272746
-0.458215,1.34518,-0.532363,-0.365128,-0.132165,0.723001,0.0665126,-0.423402,-0.373802
-0.553497,2.33239,1.3551,-0.0934117,-0.0145498,0.746037,0.00274219,-0.0628113,-0.444353
-0.396025,1.6047,0.190933,0.33189,0.0431001,0.366993,-0.129396,0.434395,-0.352906
-0.522915,3.47226,0.879787,0.288873,0.146428,0.747423,-0.0621602,0.384864,-0.436542
-0.682745,1.27393,-0.752796,-0.577341,-0.289099,0.0404972,-0.376677,-0.550838,-0.631108
-0.642286,1.0195,0.514695,-0.489831,-0.231191,0.335137,-0.295372,-0.464909,-0.55511
-0.609127,1.52328,1.69952,0.202552,-0.0877177,0.0606674,-0.489005,0.333982,-0.455998
-0.649614,1.26121,3.48365,0.0225491,-0.0965484,0.212451,-0.474707,0.138406,-0.478526
-0.377016,1.05766,0.790236,-0.24046,-0.230359,-0.101024,0.260396,-0.325187,-0.350897
-0.760331,-0.965097,-0.201713,-0.8376,-0.386601,-0.793492,-0.751272,-0.769223,-0.777841
-0.77909,-1.4587,-0.236156,-0.848922,-0.390365,-0.882218,-0.828714,-0.766915,-0.79931
-0.715235,1.00423,-0.325707,-0.669102,-0.32826,-0.163767,-0.408493,-0.661963,-0.679225
-0.572445,0.0272009,-0.236156,-0.639622,-0.3374,-0.338937,-0.389563,-0.628305,-0.560805
-0.717498,-1.16865,-0.470366,-0.639533,-0.374118,-0.765271,-0.803851,-0.545442,-0.716886
-0.695492,-0.720839,-1.06278,-0.693521,-0.36975,-0.663191,-0.711461,-0.60874,-0.711805
-0.708603,-0.759005,-1.28321,-0.699136,-0.359642,-0.516125,-0.70814,-0.611767,-0.697662
-0.774921,-1.20172,0.0256085,-0.776996,-0.382897,-0.781673,-0.795437,-0.693635,-0.776657
-0.569337,-0.817525,-0.298153,-0.529399,-0.339139,-0.510813,-0.587843,-0.441973,-0.574819
-0.679424,-0.418061,-1.08345,-0.664456,-0.356087,-0.522515,-0.679761,-0.584745,-0.686376
-0.587083,-0.410428,-0.401481,-0.553065,-0.321002,-0.314902,-0.569818,-0.478603,-0.557659
-0.827547,0.828673,0.480252,-0.803723,-0.376381,-0.611768,-0.54695,-0.80498,-0.816587
-0.640556,-0.150904,-0.780351,-0.660123,-0.344041,-0.380371,-0.569612,-0.60113,-0.622356
-0.834606,0.767608,0.0393855,-0.794692,-0.37244,-0.54865,-0.609063,-0.758792,-0.820191
-0.849196,0.00684608,-0.677022,-0.895805,-0.390991,-0.851621,-0.703788,-0.877731,-0.852225
-0.8041,0.73962,0.969338,-0.781055,-0.368439,-0.500628,-0.487222,-0.802761,-0.779446
-0.781553,0.276548,0.893564,-0.802439,-0.377107,-0.629769,-0.496122,-0.846155,-0.757583
-0.463106,-0.629243,0.459586,-0.350999,-0.322539,-0.540094,-0.467099,-0.269718,-0.494661
-0.708603,-1.06433,-0.993895,-0.627152,-0.382717,-0.869747,-0.814781,-0.531633,-0.75799
-0.589884,-1.08977,-0.835459,-0.534267,-0.376962,-0.845152,-0.682957,-0.436212,-0.65902
-0.727172,0.0653662,0.859122,-0.744845,-0.382032,-0.795761,-0.48404,-0.740672,-0.741361
-0.401598,-0.606343,-0.97323,-0.584427,-0.332654,-0.379917,-0.509579,-0.525632,-0.404636
-0.705951,-0.204335,-0.821682,-0.796768,-0.368205,-0.456558,-0.612694,-0.760266,-0.694583
-0.811374,0.103532,-0.752796,-0.802012,-0.384436,-0.785878,-0.689146,-0.74194,-0.833143
-0.879702,0.787963,-0.236156,-0.870703,-0.387006,-0.751971,-0.655967,-0.861046,-0.876612
-0.779742,0.915181,0.273596,-0.712707,-0.349396,-0.343598,-0.506871,-0.684629,-0.747942
-0.548917,-0.22469,-1.13167,-0.39122,-0.324377,-0.521926,-0.541075,-0.297808,-0.582765
-0.694972,-0.59871,-0.807905,-0.690514,-0.379859,-0.803261,-0.707013,-0.610408,-0.736567
-0.317789,-0.822613,-1.111,-0.470544,-0.330773,-0.499852,-0.565106,-0.386799,-0.337187
-0.629023,0.795596,0.500918,-0.482484,-0.247258,0.186307,-0.320279,-0.44918,-0.552621
-0.675454,0.393588,0.225376,-0.65047,-0.329259,-0.220735,-0.424503,-0.630356,-0.633116
-0.667058,1.63523,3.18745,-0.171301,-0.109257,0.433642,-0.356465,-0.0871089,-0.539623
-0.606475,0.304536,-0.298153,-0.599344,-0.305188,-0.0698514,-0.395344,-0.573267,-0.565354
-0.416122,0.106076,-0.477255,-0.211448,-0.251731,-0.247522,-0.342004,-0.133551,-0.418293
-0.744415,0.0577332,-0.346373,-0.82532,-0.384178,-0.750218,-0.552289,-0.84802,-0.731508
-0.838586,0.665834,1.114,-0.819433,-0.389703,-0.887037,-0.542154,-0.84294,-0.825705
-0.638307,-0.827702,-0.739019,-0.8805,-0.389264,-0.810627,-0.658306,-0.887929,-0.640864
-0.708603,-0.48167,-0.21549,-0.843448,-0.385052,-0.74395,-0.605306,-0.842467,-0.695284
-0.7789,0.182407,-0.401481,-0.823411,-0.372734,-0.480894,-0.594849,-0.810419,-0.758637
-0.7789,0.182407,-0.401481,-0.823411,-0.372734,-0.480894,-0.594849,-0.810419,-0.758637
-0.753151,-0.0338636,-0.456589,-0.717862,-0.379687,-0.781067,-0.646508,-0.65191,-0.780145
-0.8041,0.429209,-0.153494,-0.787615,-0.369248,-0.500937,-0.608027,-0.749354,-0.78826
-0.794816,0.431753,-0.291264,-0.789707,-0.375312,-0.616813,-0.596472,-0.756815,-0.786952
-0.521588,-0.904033,-1.02145,-0.811255,-0.380511,-0.687796,-0.65461,-0.764418,-0.536872
-0.374364,-0.799714,-0.856124,-0.719749,-0.34988,-0.334134,-0.51693,-0.690509,-0.3494
-0.806753,-0.44096,-0.373927,-0.890874,-0.390491,-0.839337,-0.702615,-0.86667,-0.810786
-0.84787,-0.0364079,-0.0432769,-0.88757,-0.390343,-0.838712,-0.677087,-0.885468,-0.849425
-0.875553,0.172229,-0.057054,-0.890853,-0.390565,-0.842203,-0.699714,-0.869173,-0.885621
-0.903577,0.553882,1.74774,-0.87428,-0.390569,-0.864039,-0.652248,-0.87469,-0.898614
1.24655,-0.982908,-1.33832,1.11927,-0.230415,-0.681526,-0.0486032,1.28225,0.889556
0.797683,-0.405339,-0.249933,0.0624283,0.0780328,0.85265,0.832384,-0.129352,0.935718
0.397898,-0.68013,-1.13167,0.00696699,-0.236658,-0.349554,-0.108397,0.0732066,0.332188
-0.178901,-0.183981,-0.945675,0.086703,-0.214782,-0.313677,-0.305287,0.188286,-0.244724
0.949331,-0.926932,-0.635691,0.96712,-0.138625,-0.461799,0.0376752,1.10359,0.688738
-0.0189026,-1.14444,-1.10764,-0.0814929,-0.376154,-0.92043,-0.616613,0.0357519,-0.204241
-0.178064,-1.15338,0.30115,0.137539,-0.371771,-0.920667,-0.511595,0.261737,-0.369504
-0.122395,-1.37219,-0.277487,0.000566297,-0.378405,-0.936774,-0.631938,0.123837,-0.283509
0.898599,-1.15592,-0.64258,1.0549,-0.0947859,-0.396015,-0.223119,1.21854,0.810205
0.945002,-0.237412,-0.318818,2.35694,0.201118,-0.264668,0.404516,2.56104,0.481818
0.434462,-0.311198,-0.429035,1.02944,0.0174694,-0.157592,0.130847,1.16152,0.236352
0.645156,-0.601255,-0.484143,1.91185,-0.20033,-0.726538,-0.08113,2.11994,0.110809
1.14555,-0.570722,-0.277487,2.0241,0.243125,-0.125201,0.443227,2.20172,0.776179
0.996882,-0.461315,-1.09033,2.3416,0.187236,-0.278598,0.260974,2.56718,0.507358
1.74514,-0.848057,-1.57942,1.04776,0.500829,0.819622,0.621042,1.17994,1.65447
1.34724,-1.25261,-0.711465,0.579093,-0.15764,-0.37844,-0.0953451,0.698564,1.22112
1.74514,0.0221122,2.59503,1.36258,1.52508,2.38494,4.43438,-0.295142,2.16353
1.1697,-1.57065,-0.554919,-0.616545,-0.319312,-0.181847,-0.289216,-0.5963,1.22663
1.2146,-1.11013,-0.0943689,-0.366431,0.268884,3.37103,0.552162,-0.97054,1.83683
1.54502,-0.996183,-0.968852,-0.106064,-0.221906,-0.197647,0.32054,-0.164863,1.48191
1.41355,-0.59746,-0.446196,0.330463,0.310977,1.20875,1.04104,0.165573,1.44996
2.07673,-0.563089,1.54798,1.70188,1.0992,1.3015,2.63305,1.43137,2.15858
1.34724,-0.410428,0.893564,0.903005,0.413685,0.767448,1.7512,0.681117,1.4194
1.47987,-0.957464,-0.00883423,0.430025,0.00788137,0.169975,0.774201,0.376086,1.45983
1.34724,-0.743738,0.418255,1.02198,0.349648,0.53095,1.01036,1.02139,1.32683
1.41355,-0.682674,1.09333,0.705565,0.0704955,0.133185,1.6394,0.455811,1.43842
1.14828,-1.05669,-0.704577,0.439502,-0.0812828,-0.0962573,0.0720174,0.526255,1.03855
2.67358,-0.54019,0.686908,2.05811,1.29457,1.29919,2.74386,1.84396,2.7338
2.04999,-0.786992,2.35393,0.978424,0.970591,1.87427,3.20476,0.0257937,2.45839
2.14304,-0.524924,1.04511,2.12511,1.64713,1.72035,2.28613,2.03508,2.1456
1.61251,-0.771726,0.0944938,0.73219,0.433036,0.988978,1.15331,0.644913,1.64142
1.61251,-0.191614,-0.0914967,1.72773,1.76277,2.29442,1.58225,1.71975,1.67494
2.40831,1.17216,0.921118,4.57477,8.99583,6.02011,4.22033,4.47214,2.42975
1.08197,-0.703029,-1.78608,1.29126,0.286335,0.235051,0.34853,1.4639,0.871188
2.01041,-1.09486,0.218488,-0.0268478,-0.121035,0.169283,1.27002,-0.645952,2.18861
2.40831,-0.731017,-0.649468,2.90829,1.74973,1.28353,0.967982,3.1033,2.27358
