0.805856,0.111879,0.749819,0.120885,-0.802657,-0.411513,-0.135315,-0.0236261,1.65102,0.997649,-1.42452,-0.965909,0.287155,-0.541607,-0.1537,-0.0414655,1.56457,1.09058,-0.800065,-1.16993,0.469142,-0.0128533,-0.112928,-0.0323592,0.863407,1.10327,-1.03915,-1.53962,-0.477751,1.28552,-0.0485707,-0.0361835,1.54347,0.853184,-1.00773,-1.74787,-0.204122,1.17242,-0.0868626,0.884157,0.85211,-1.11102,-1.09581,0.744952,0.340953,-0.0930402,-0.0660959,-0.408178,1.08196,-0.172261,0.984982,-0.047684,-0.763807,-0.193176,-0.0161733,-0.304968,0.0289412,0.474569,-0.893673,-0.98696,-0.522725,-0.175718
-0.347565,0.975511,0.984571,-1.20141,-0.980813,-0.411513,-0.135315,-0.0236261,1.65102,0.997649,-0.926037,1.12259,-0.555227,-0.541607,-0.1537,-0.0414655,2.43311,1.09058,-1.138,-0.193157,0.945976,0.266341,-0.112928,-0.0323592,3.13178,0.450535,-1.5474,-1.53962,0.521853,2.38905,-0.0485707,-0.0361835,3.1003,0.693429,-1.49237,-1.74787,-0.204122,2.60662,-0.0868626,1.90658,1.31327,-0.956443,-1.25413,0.744952,1.71422,-0.0930402,-0.0660959,-0.408178,1.4349,-0.366755,0.044244,0.962266,-0.151769,-0.193176,-0.0161733,-0.304968,0.832152,0.935983,0.708912,-0.640688,-0.522725,-0.175718
-0.347565,0.543695,0.749819,1.00242,1.33521,-0.411513,-0.135315,-0.0236261,-0.314676,0.0777677,-0.676794,0.0783391,1.29801,-0.295434,-0.1537,-0.0414655,-0.75154,-1.62767,-1.138,-0.0303618,0.945976,-0.571241,-0.112928,-0.0323592,-0.756858,-1.01811,-0.869731,0.688648,0.688453,-0.093885,-0.0485707,-0.0361835,-0.324723,1.33245,1.09237,0.954772,1.15657,2.03294,-0.0868626,0.202541,0.85211,1.36229,0.329061,-1.49414,-0.803439,-0.0930402,-0.0660959,-0.408178,-1.0357,1.18919,-1.08464,-1.56261,-0.763807,-0.193176,-0.0161733,-0.304968,0.631349,0.474569,-2.29593,-1.1601,-0.522725,-0.175718
-0.347565,-1.18357,-2.06721,-0.099498,1.86968,-0.411513,-0.135315,-0.0236261,-0.642292,-1.02609,1.0679,0.0783391,0.792584,1.18161,-0.1537,-0.0414655,0.117002,0.920691,0.213739,-1.00713,1.10492,1.10392,-0.112928,-0.0323592,2.80772,1.10327,1.16327,1.00697,1.35486,2.11317,-0.0485707,-0.0361835,-0.324723,-0.584613,-0.846182,0.448026,0.136052,-0.26178,-0.0868626,-0.479074,-0.992519,-1.11102,1.12066,-0.805188,-0.803439,-0.0930402,-0.0660959,-0.408178,-1.38865,-1.33922,1.17313,-1.56261,-0.763807,-0.193176,-0.0161733,-0.304968,-1.17588,-2.52462,0.708912,-0.813824,-0.522725,-0.175718
-0.347565,-0.104029,0.515067,-1.64218,-0.980813,-0.411513,-0.135315,-0.0236261,-0.642292,0.44572,-0.926037,-2.21901,-1.39761,-0.541607,-0.1537,-0.0414655,0.117002,0.7508,-0.46213,-1.16993,-1.27925,-0.571241,-0.112928,-0.0323592,1.18746,1.10327,0.824441,-0.107163,-0.977553,-0.645649,-0.0485707,-0.0361835,0.609374,1.33245,-1.00773,-1.07221,0.306139,-0.26178,-0.0868626,-0.479074,1.15955,-0.647279,-1.25413,-0.805188,1.71422,-0.0930402,-0.0660959,-0.408178,0.376069,-0.366755,-1.08464,0.288966,1.68435,-0.193176,-0.0161733,-0.304968,-0.372664,0.0131557,0.508589,0.0518547,-0.522725,-0.175718
-0.347565,1.19142,0.984571,-0.319881,-0.802657,-0.411513,-0.135315,-0.0236261,0.668172,0.997649,-0.427552,0.913737,-0.0497981,-0.541607,-0.1537,-0.0414655,0.406516,1.09058,-0.631097,0.620819,0.787032,-0.571241,-0.112928,-0.0323592,-0.432805,0.776901,-0.530896,-0.107163,1.02165,-0.645649,-0.0485707,-0.0361835,-0.636088,-1.22363,-1.49237,0.27911,0.136052,-0.835459,-0.0868626,-0.479074,-0.992519,-0.183533,1.27897,-0.460713,-0.803439,-0.0930402,-0.0660959,-0.408178,-0.506288,0.9947,0.984982,-0.216009,0.868294,3.71429,-0.0161733,-0.304968,0.832152,0.935983,0.909235,1.61008,3.44921,5.03852
-0.347565,-0.967661,-0.189189,0.341268,0.978902,1.66475,-0.135315,-0.0236261,-0.642292,-0.290185,0.569417,-0.965909,-0.723704,0.196913,-0.1537,-0.0414655,-0.75154,1.09058,0.889609,1.4348,1.10492,-0.0128533,-0.112928,-0.0323592,0.863407,1.10327,0.146772,-0.902973,0.688453,1.00964,-0.0485707,-0.0361835,-0.324723,-1.06388,-1.49237,-1.74787,0.136052,0.3119,-0.0868626,-0.479074,-0.992519,-1.11102,-0.462533,0.228239,-0.803439,-0.0930402,-0.0660959,-0.408178,-1.38865,-0.366755,0.984982,-1.05763,-0.763807,-0.193176,-0.0161733,-0.304968,-0.975072,0.243862,-1.29432,-1.1601,-0.522725,-0.175718
-0.347565,0.543695,-0.423942,-0.760647,0.266279,0.181705,-0.135315,-0.0236261,-0.314676,0.813673,0.569417,0.287189,0.624107,0.443086,-0.1537,-0.0414655,1.27506,0.920691,0.889609,-0.355952,-1.27925,-0.571241,-0.112928,-0.0323592,0.863407,0.776901,0.485606,0.84781,-0.14455,-0.645649,-0.0485707,-0.0361835,-0.636088,-1.22363,-1.49237,-1.41004,0.646313,-0.835459,-0.0868626,-0.479074,-0.992519,-1.11102,-0.620852,0.572715,-0.803439,-0.0930402,-0.0660959,-0.408178,-0.329817,-0.561248,0.796834,-0.720984,-0.763807,-0.193176,-0.0161733,-0.304968,-0.372664,0.243862,-0.69335,-1.1601,-0.522725,-0.175718
-0.347565,2.05505,-2.30196,0.561651,1.33521,0.181705,-0.135315,-0.0236261,-0.642292,0.997649,0.81866,0.287189,0.792584,1.42778,-0.1537,-0.0414655,-0.172512,1.09058,0.889609,-1.00713,-0.325581,2.2207,-0.112928,-0.0323592,1.51151,0.940084,-1.03915,-1.53962,-0.477751,1.56141,-0.0485707,-0.0361835,0.92074,0.693429,-1.49237,-1.74787,-0.204122,1.45926,-0.0868626,1.22496,0.85211,-1.11102,-0.145895,1.08943,0.340953,-0.0930402,-0.0660959,2.0806,1.4349,0.605713,1.17313,-0.552659,-0.763807,-0.193176,-0.0161733,-0.304968,0.832152,0.0131557,-1.29432,-1.1601,-0.522725,-0.175718
-0.347565,-0.535845,0.280315,0.341268,-0.624501,-0.411513,-0.135315,-0.0236261,1.3234,0.997649,0.0709327,-0.13051,-0.0497981,-0.541607,-0.1537,-0.0414655,1.85409,0.920691,0.889609,1.4348,-0.325581,-0.571241,-0.112928,-0.0323592,2.48367,1.10327,1.16327,0.529486,-1.31075,-0.645649,-0.0485707,-0.0361835,-0.324723,0.693429,1.09237,0.27911,0.8164,0.3119,-0.0868626,-0.479074,0.69839,0.125631,-1.25413,-0.977426,1.9431,-0.0930402,-0.0660959,-0.408178,0.905484,0.216726,-0.332051,0.625616,1.68435,-0.193176,-0.0161733,-0.304968,-0.573467,0.705276,-0.0923803,-0.121281,-0.522725,-0.175718
