-0.0603269,-0.36465,-0.662696,0.0260657,0.325392,1.15577,1.17321,1.19531,-0.700076,-0.719535,-0.793405,2.16953,-0.0564591,-1.22487,0.117615,0.165409,0.889682,-0.12772,-1.26713,0.0681124,-0.306852,-0.886554,-0.27392,-0.34592,-0.238559,-0.100345,-0.23744,-0.763201,-0.861188,-0.874121,-0.882776,-0.887593
0.421689,-0.791496,-0.678138,-0.72833,0.215702,-0.581821,-0.487443,-0.340313,-0.349568,-0.745641,-0.644466,0.0499326,-0.724393,0.155864,-0.541583,-0.78408,-0.516946,-0.709541,0.155335,-0.568258,-0.790476,-1.52995,-0.753807,0.379172,-0.549728,-0.960983,-0.120484,-0.65694,-0.811525,-0.836541,-0.855251,-0.871742
0.531289,-1.04285,-0.774275,-0.813104,0.314138,0.329869,0.338384,0.316706,-0.62,-0.574795,-0.468303,0.712939,-0.812214,0.098466,-0.596083,-0.924243,0.45618,-0.842368,0.120094,-0.590406,-1.33993,-0.672401,-0.834472,0.358263,-0.553146,-1.39264,-0.185129,-0.793804,-0.919985,-0.922804,-0.927451,-0.930379
-0.636291,0.825897,0.760543,0.423318,-0.559353,0.135146,0.134106,0.1648,-0.0333817,0.128769,0.270312,0.691231,0.438749,-0.295698,0.448294,0.867894,0.0837041,0.518355,-1.43324,0.705193,0.74686,-0.945901,0.614093,-1.5323,0.880447,0.750328,0.522124,0.597562,0.573415,0.571536,0.579962,0.607756
-0.860368,1.8683,3.22285,1.95987,-1.11464,-0.112039,-0.187297,-0.265005,1.46656,3.30185,4.12443,0.909801,3.09775,-3.2848,3.60618,1.80226,-0.525132,1.99495,-0.65643,1.9284,1.74768,-1.2859,2.14154,-1.4139,2.07216,1.94735,1.04421,1.7186,2.19127,2.39905,2.43909,2.38732
-0.895689,1.96257,2.92283,1.73672,-1.37908,-0.43673,-0.497677,-0.579112,2.11164,1.77361,3.19695,0.56436,2.36751,-0.898587,1.94494,1.84252,-0.779962,1.7844,-0.113018,1.27817,1.75827,-1.45288,1.98428,-0.650883,1.40583,1.96429,1.26792,2.14381,2.5891,2.6851,2.66688,2.6057
0.854801,-1.24885,-0.778583,-0.792005,0.444196,-0.299825,-0.288092,-0.358403,-0.763441,-0.758004,-0.768758,0.160012,-0.924383,-0.190306,-0.562222,-1.49595,-0.104932,-0.799401,-0.11029,-0.483545,-1.50427,-1.2805,-0.78387,0.179212,-0.471561,-1.45644,-0.317296,-0.94744,-1.03668,-1.03167,-1.03943,-1.05122
-0.879797,1.81287,2.1928,1.57229,-1.26982,-0.570677,-0.612534,-0.69257,1.85802,1.50856,2.51852,0.465475,1.6764,-0.813694,1.12013,1.76625,-0.880617,1.74288,-0.129299,1.27851,1.76067,-1.7627,1.51619,-0.169417,0.829585,1.79539,1.17976,1.92955,2.27919,2.33714,2.30214,2.2529
0.374265,-0.590976,-0.585918,-0.202439,0.511659,2.64675,2.66964,2.67827,-0.62031,-0.512189,-0.606237,3.39081,-0.590576,-0.977984,-0.0350409,-3.23953,1.96686,-0.133897,-1.02569,0.150167,-0.158053,0.395943,-0.412394,-0.45504,-0.101444,-0.667214,-0.503144,-0.896038,-0.924563,-0.913999,-0.909761,-0.905303
-0.65565,0.740973,0.256749,0.067423,-0.72956,-0.0953977,-0.0777274,-3.99452e-05,1.13482,0.2006,0.203298,0.749899,-0.171156,-0.0247864,-0.265165,0.449463,-0.219949,0.212703,-0.760343,0.037879,0.738085,-1.08801,0.211064,-0.575864,0.0455752,0.678977,0.708731,0.835981,0.698097,0.598291,0.591566,0.584249
