0.097574,0.0571174,-0.47113,-0.482524,0.330294,-0.477533,0.0543799,0.630185,0.374466,-0.164996,-0.535055,0.119826,-0.677217,-0.716032,-0.182183,-0.391958,0.378444,-0.425194,0.123982,0.416181,-0.284531,-0.42151,-0.38988,-0.459087,-0.654772,-0.512785,0.741092,-0.533846,0.229958,-0.911563,0.261736,-0.397034,-0.390723,1.00419,-0.881575,-0.26479,-0.338849,0.13728,0.287228,-0.255316,-0.220241,-0.546206,-0.134897,3.00947,-0.490713,0.0221466,0.413595,-0.0973547,-0.864369,0.771591,-0.401713,-0.523947,-0.674874,-0.347743,1.0408,-0.237346,-0.597128,-0.425364,0.42846,-0.224752,-0.233691,-0.48304,-0.664316,0.321163
-0.400858,0.391199,-0.543836,-0.708388,1.13567,-0.477533,-0.133742,0.983838,0.504614,-0.533921,-0.563569,4.99088,-0.677217,-0.716032,-0.182183,-0.391958,0.677334,-0.425194,-0.435469,0.766979,-0.284531,-0.598826,0.642797,-0.51274,-0.654772,-0.559444,-0.630322,-0.533846,0.267479,-0.834047,0.120342,-0.397034,-0.390723,-0.193553,-0.552837,-0.26479,-0.355456,-0.115059,-0.80266,-0.712431,-0.389426,-0.546206,-0.729903,-0.489362,0.685511,-0.274186,-0.375229,0.683607,-0.864369,-0.264369,-0.401713,-0.523947,-0.674874,-0.382607,0.522641,-0.237346,0.0877747,-0.464696,-0.733596,-0.224752,-0.233691,-0.535351,-0.664316,-0.743886
-0.0685699,0.112817,-0.543836,-0.57286,0.668045,-0.477533,0.148441,0.630185,0.331053,-0.507557,-0.563569,2.46262,-0.677217,-0.716032,-0.182183,-0.391958,1.08827,-0.425194,-0.217901,0.416181,-0.284531,-0.598826,0.766685,-0.351728,-0.654772,-0.559444,-0.203684,-0.533846,0.0797993,-0.911563,0.0496455,-0.397034,-0.390723,0.842949,-0.634979,-0.26479,-0.355456,0.13728,-0.575596,-0.4458,-0.389426,-0.546206,-0.0808354,-0.122193,0.775983,-0.200075,0.413595,0.162955,-0.864369,-0.402522,-0.401713,-0.523947,-0.674874,0.00111425,1.86358,-0.237346,-0.29748,-0.464696,-0.927294,-0.224752,-0.233691,-0.535351,-0.664316,-0.61611
0.334905,0.669581,-0.689323,-0.708388,0.927823,-0.477533,0.242502,1.69114,-0.189673,-0.481221,-0.563569,2.64804,-0.677217,-0.716032,-0.182183,-0.391958,0.303731,-0.425194,-0.497627,0.240842,-0.284531,-0.598826,0.808009,-0.566447,-0.654772,-0.559444,-0.630322,-0.533846,0.530276,-0.911563,0.57989,-0.397034,-0.390723,1.21149,-0.634979,-0.26479,-0.355456,0.56983,-0.711844,-0.560059,-0.389426,-0.546206,-0.729903,-0.467755,0.142635,0.133276,0.170846,0.0978773,-0.864369,-0.229857,-0.401713,-0.523947,-0.674874,-0.452372,1.07123,-0.237346,0.47303,-0.464696,-0.862706,-0.224752,-0.233691,-0.535351,-0.664316,0.108144
0.406117,0.168459,-0.47113,-0.663197,0.538143,-0.477533,0.289557,1.3768,0.200861,-0.402158,-0.535055,0.662521,-0.677217,-0.716032,-0.182183,-0.391958,0.191642,-0.425194,-0.559785,1.23463,-0.284531,-0.244195,0.684079,-0.566447,-0.654772,-0.559444,-0.173195,-0.533846,0.417676,-0.911563,0.93341,-0.397034,-0.390723,1.09631,-0.881575,-0.26479,-0.355456,-0.151123,-0.0306519,-0.483873,-0.389426,-0.546206,-0.0808354,0.720115,0.0974225,0.281424,0.110206,-0.0973547,-0.864369,0.564378,-0.401713,-0.523947,-0.674874,-0.0686501,1.77214,-0.237346,-0.554303,-0.464696,0.493048,-0.224752,-0.233691,-0.535351,-0.664316,-0.190073
0.595981,0.3355,-0.762104,-0.527715,0.486187,-0.477533,0.0543799,0.669497,-0.363234,-0.454858,-0.563569,0.424266,-0.677217,-0.661781,-0.182183,-0.391958,0.266355,-0.425194,-0.404374,0.59158,-0.284531,-0.598826,0.808009,-0.351728,-0.47119,-0.559444,0.680144,-0.533846,-0.107919,-0.911563,1.46365,-0.397034,-0.390723,1.74135,-0.799348,-0.26479,-0.355456,0.0651883,-0.257716,-0.407688,-0.316911,-0.546206,0.514227,1.23845,0.233107,0.355497,0.838327,0.000277994,-0.864369,-0.506094,-0.401713,-0.523947,-0.674874,-0.138414,1.14738,-0.237346,-0.383088,-0.464696,-0.475376,-0.224752,-0.233691,-0.509182,-0.664316,0.448939
-0.234714,0.0571174,-0.616617,-0.663197,1.00577,-0.477533,-0.0867359,1.33749,0.0707124,-0.481221,-0.563569,2.56862,-0.677217,-0.390694,-0.182183,-0.391958,-0.219299,-0.425194,-0.590879,0.59158,-0.284531,-0.0668336,0.27105,-0.566447,-0.593557,-0.559444,-0.569374,-0.481773,0.943233,-0.911563,0.57989,-0.397034,-0.390723,0.0828318,-0.717206,-0.26479,-0.355456,-0.00690329,-0.48478,0.125652,-0.389426,-0.546206,-0.243075,-0.424562,-0.309723,0.0962203,0.656282,0.683607,-0.79183,1.60034,-0.401713,-0.523947,-0.674874,-0.10355,0.903601,-0.237346,0.00216729,-0.464696,0.0411298,-0.224752,-0.233691,-0.535351,-0.664316,0.0229458
0.311184,0.391199,-0.398349,-0.708388,0.771956,-0.477533,0.289557,0.512327,-0.580207,-0.375822,-0.563569,0.662521,-0.677217,-0.716032,-0.182183,-0.391958,0.266355,-0.425194,-0.186806,-0.285294,-0.284531,-0.598826,1.96457,-0.566447,-0.654772,-0.536102,-0.356039,-0.32566,-0.671073,-0.834047,-0.515965,-0.397034,-0.390723,3.12328,-0.881575,-0.26479,-0.355456,0.930325,-0.575596,0.163764,-0.316911,-0.546206,-0.567664,0.266561,1.00219,1.0222,-0.253886,-0.357697,-0.864369,-0.678759,-0.401713,-0.523947,-0.674874,-0.138414,2.16831,-0.237346,-0.29748,-0.464696,-0.991816,-0.224752,-0.233691,-0.535351,-0.664316,-0.317892
0.572261,0.0571174,-0.762104,-0.663197,1.16164,-0.477533,-0.368919,0.748083,-0.536794,-0.533921,-0.563569,0.583094,-0.677217,-0.716032,-0.182183,-0.391958,0.714671,-0.425194,-0.715195,0.00695722,-0.284531,-0.598826,0.394938,-0.566447,-0.593557,-0.559444,-0.660812,-0.533846,-0.708593,-0.911563,-0.763422,-0.397034,-0.390723,2.77774,-0.881575,-0.26479,-0.355456,1.75943,-0.575596,-0.217204,-0.389426,-0.546206,-0.405369,0.331361,1.726,1.24446,-0.617916,-0.0322773,-0.864369,-0.540641,-0.401713,-0.523947,-0.674874,-0.801229,2.00073,-0.237346,1.84284,-0.464696,-0.927294,-0.224752,-0.233691,-0.535351,-0.664316,0.193343
1.80646,-0.555289,-0.543836,-0.0308421,-0.0853513,-0.477533,0.853972,-0.155707,0.157493,0.836352,-0.535055,0.252183,-0.677217,-0.282249,-0.182183,-0.391958,-0.480813,-0.425194,0.0307617,-0.226868,-0.284531,0.110482,-0.431162,-0.566447,-0.165303,-0.466126,0.954427,-0.533846,1.05587,-0.834047,0.473826,-0.397034,-0.356202,0.267112,-0.717206,-0.26479,-0.355456,-0.151123,2.73941,0.23995,-0.123571,-0.546206,0.243754,0.309754,-0.581184,-0.755684,1.3237,-0.455297,-0.79183,0.529866,-0.401713,-0.523947,-0.53635,0.210407,0.385502,-0.237346,-0.511521,-0.464696,0.751268,-0.224752,-0.233691,-0.456871,-0.664316,0.576759
