-1.00692,-1.00692,0.0479484
-1.00692,1.10281,0.0479484
-1.00692,2.15768,-1.00692
2.15768,0.0479484,0.0479484
-1.00692,1.10281,2.15768
-1.00692,1.10281,0.0479484
-1.00692,1.10281,0.0479484
2.15768,0.0479484,2.15768
0.0479484,-1.00692,-1.00692
0.0479484,-1.00692,-1.00692
0.0479484,-1.00692,-1.00692
0.0479484,1.10281,2.15768
-1.00692,0.0479484,-1.00692
-1.00692,0.0479484,0.0479484
2.15768,-1.00692,2.15768
-1.00692,1.10281,1.10281
0.0479484,-1.00692,0.0479484
0.0479484,-1.00692,-1.00692
1.10281,0.0479484,-1.00692
-1.00692,1.10281,0.0479484
0.0479484,0.0479484,-1.00692
0.0479484,-1.00692,1.10281
-1.00692,0.0479484,-1.00692
0.0479484,-1.00692,1.10281
1.10281,0.0479484,-1.00692
0.0479484,0.0479484,-1.00692
0.0479484,-1.00692,1.10281
-1.00692,0.0479484,0.0479484
-1.00692,1.10281,0.0479484
0.0479484,-1.00692,-1.00692
2.15768,-1.00692,-1.00692
0.0479484,-1.00692,1.10281
0.0479484,-1.00692,1.10281
-1.00692,-1.00692,0.0479484
2.15768,1.10281,-1.00692
-1.00692,0.0479484,0.0479484
-1.00692,0.0479484,0.0479484
0.0479484,0.0479484,-1.00692
0.0479484,-1.00692,0.0479484
2.15768,1.10281,0.0479484
0.0479484,0.0479484,-1.00692
0.0479484,-1.00692,0.0479484
0.0479484,-1.00692,1.10281
0.0479484,-1.00692,-1.00692
-1.00692,0.0479484,-1.00692
0.0479484,-1.00692,1.10281
-1.00692,-1.00692,0.0479484
-1.00692,-1.00692,0.0479484
0.0479484,0.0479484,1.10281
1.10281,-1.00692,-1.00692
1.10281,1.10281,-1.00692
0.0479484,-1.00692,0.0479484
0.0479484,-1.00692,0.0479484
-1.00692,0.0479484,-1.00692
-1.00692,-1.00692,0.0479484
-1.00692,1.10281,0.0479484
0.0479484,0.0479484,-1.00692
-1.00692,0.0479484,-1.00692
0.0479484,-1.00692,1.10281
-1.00692,0.0479484,0.0479484
0.0479484,2.15768,0.0479484
0.0479484,-1.00692,0.0479484
-1.00692,0.0479484,2.15768
1.10281,0.0479484,-1.00692
2.15768,2.15768,0.0479484
1.10281,0.0479484,-1.00692
-1.00692,0.0479484,0.0479484
-1.00692,0.0479484,0.0479484
1.10281,0.0479484,2.15768
-1.00692,0.0479484,0.0479484
-1.00692,2.15768,0.0479484
-1.00692,1.10281,0.0479484
-1.00692,1.10281,0.0479484
-1.00692,1.10281,0.0479484
0.0479484,2.15768,2.15768
2.15768,0.0479484,-1.00692
-1.00692,0.0479484,-1.00692
2.15768,-1.00692,0.0479484
0.0479484,-1.00692,-1.00692
-1.00692,0.0479484,-1.00692
0.0479484,2.15768,1.10281
-1.00692,0.0479484,0.0479484
-1.00692,1.10281,0.0479484
0.0479484,-1.00692,1.10281
2.15768,2.15768,-1.00692
1.10281,1.10281,0.0479484
0.0479484,-1.00692,1.10281
1.10281,0.0479484,-1.00692
-1.00692,-1.00692,1.10281
0.0479484,-1.00692,0.0479484
0.0479484,0.0479484,-1.00692
1.10281,0.0479484,1.10281
1.10281,0.0479484,-1.00692
0.0479484,-1.00692,0.0479484
-1.00692,-1.00692,0.0479484
0.0479484,0.0479484,-1.00692
0.0479484,-1.00692,-1.00692
-1.00692,0.0479484,-1.00692
-1.00692,2.15768,2.15768
1.10281,0.0479484,-1.00692
1.10281,0.0479484,-1.00692
-1.00692,1.10281,-1.00692
0.0479484,-1.00692,0.0479484
-1.00692,-1.00692,0.0479484
0.0479484,2.15768,-1.00692
0.0479484,0.0479484,-1.00692
1.10281,0.0479484,-1.00692
0.0479484,-1.00692,2.15768
2.15768,0.0479484,1.10281
0.0479484,-1.00692,-1.00692
0.0479484,-1.00692,-1.00692
0.0479484,1.10281,0.0479484
1.10281,0.0479484,-1.00692
-1.00692,0.0479484,-1.00692
-1.00692,-1.00692,0.0479484
1.10281,-1.00692,2.15768
1.10281,2.15768,-1.00692
0.0479484,1.10281,1.10281
1.10281,0.0479484,0.0479484
1.10281,2.15768,0.0479484
0.0479484,0.0479484,-1.00692
-1.00692,-1.00692,2.15768
-1.00692,0.0479484,0.0479484
0.0479484,0.0479484,2.15768
1.10281,-1.00692,1.10281
-1.00692,-1.00692,0.0479484
2.15768,-1.00692,1.10281
-1.00692,2.15768,1.10281
-1.00692,0.0479484,-1.00692
0.0479484,-1.00692,0.0479484
0.0479484,0.0479484,-1.00692
-1.00692,-1.00692,0.0479484
-1.17773647003188,-1.17773647003188,-0.078515764668792
-1.17773647003188,-0.078515764668792,-1.17773647003188
-0.078515764668792,-1.17773647003188,-1.17773647003188
-1.17773647003188,-1.17773647003188,1.02070494069429
-1.17773647003188,1.02070494069429,-1.17773647003188
1.02070494069429,-1.17773647003188,-1.17773647003188
-1.17773647003188,1.02070494069429,1.02070494069429
