-1.11718,-2.38242,0.569213,1.26609,-1.24903,0.608818,0.894682,-0.880503,-1.24155,-0.491336,-0.392414,-1.0498,-0.181063,-1.19981,-0.320902,-1.30243,0.170273,-2.75789,-0.976762,-0.792078
0.151604,-0.159375,-0.362093,-0.927547,-0.871596,-1.13949,-1.35527,-0.35883,0.579175,-0.553819,-0.868635,-2.28512,-0.560446,-0.887331,-1.52092,-1.84166,-1.23525,-1.06512,1.21498,0.00830766
0.708065,-0.556647,-1.75961,-0.342159,0.34361,-1.71076,-1.32081,-1.1076,-0.510134,-0.993497,-0.325885,0.49596,-0.225347,-1.47758,0.610246,-1.04667,0.85649,-2.49158,-1.05446,0.00730066
-1.15483,0.985937,-1.33123,-1.57451,0.402533,-0.894055,-0.527853,0.0740137,0.0867576,-1.77972,1.69058,-0.825328,0.913728,-1.5987,-0.613649,0.574433,-0.637778,-0.820884,0.0686583,1.00433
-0.515872,0.285577,0.687951,0.182756,0.278303,-0.200668,0.718952,-0.289699,-2.16364,1.38518,0.208255,0.832628,-0.0968483,-0.375315,1.41548,-0.166342,0.340273,0.141786,-0.273302,0.467318
-1.12623,0.771242,0.740784,0.509598,-0.332264,-0.0397205,0.343584,-0.805444,-0.636252,-0.389491,1.0057,0.636871,3.21689,0.536864,-0.376852,0.746978,-0.192304,1.68041,1.66811,-0.261386
1.15693,-0.654087,0.871303,0.803764,0.435278,1.01868,-0.0247468,0.296546,0.199086,1.62144,1.13749,0.125199,1.21946,1.02217,0.360637,1.2281,-0.861064,1.78001,0.429423,0.23763
-2.08614,-0.622874,-0.43803,0.365644,-0.391643,0.0591131,-0.629972,0.890178,1.08209,-1.07736,0.7346,-0.352381,-0.195608,-0.753126,-1.30689,0.0905292,-1.13736,0.883915,-1.93669,-0.417564
-0.702005,-1.31781,0.425716,0.982234,0.0903169,0.197042,-0.585588,-2.09586,1.56054,1.05331,0.466306,-0.398795,-0.166981,-1.68184,-1.57383,-0.58297,-1.5747,-1.13677,-1.38312,0.683641
-1.33211,0.445807,-0.199358,-0.261254,-1.13337,-0.1961,0.968565,-1.40218,0.387486,1.03083,-2.09517,0.615934,-0.927692,0.169866,-0.873673,0.562572,-0.938661,-1.16155,-0.175979,0.333936
1.12564,-0.423288,-1.73512,-1.8592,-0.813403,-1.05811,0.689363,0.396503,-1.89195,0.287641,-0.171163,-0.00533642,0.981637,-0.455366,0.312799,-0.968092,0.374273,-0.657785,0.237162,0.400765
-0.599018,1.13133,1.12139,0.76888,0.879202,1.16665,0.265913,0.0869643,2.56574,-0.316548,1.66665,1.3809,1.78932,-0.35051,-0.55438,0.212849,-0.884553,-0.00692969,0.678005,-0.0727104
-0.101249,-0.663044,-1.56272,-0.17363,-1.22668,-1.46988,-0.670025,0.0351617,-0.65817,-0.932206,-0.708837,-0.0516584,0.97719,-1.45505,-0.972945,1.18492,-0.0723894,-0.539193,-0.489963,0.18673
0.857193,0.466073,0.201219,-0.381829,1.75784,-0.626784,-1.16862,1.0102,0.71406,1.69026,0.813094,1.38358,-0.390442,1.92989,0.592088,1.30122,0.476548,1.58733,-0.812478,-0.0820481
-1.02942,0.74211,-0.94363,-1.44151,0.610585,-0.0269324,-1.37899,0.403069,1.18995,-0.819993,-0.972599,-1.25279,0.571218,-0.121261,-0.0961802,0.100352,-0.581934,-0.022941,-0.563162,-1.27965
1.42879,-0.298434,0.463454,0.989781,2.7296,0.122779,-0.0557793,0.845306,0.177899,1.46969,0.566101,2.03153,2.18,1.85438,-0.737716,0.361857,-0.821854,2.52847,1.62693,-0.109695
-1.55561,-1.56136,-1.60009,-0.664675,-0.855452,-0.982841,-0.323074,-0.669189,-1.65232,-0.441331,0.470657,-0.541745,1.10384,0.744578,1.00706,-0.0545864,-0.295675,-0.77294,-2.62428,-0.422232
0.255975,-0.121285,0.188425,0.324225,0.596721,-0.600021,0.642543,0.402887,1.76291,2.24912,-1.08028,1.8745,-0.996157,2.19349,0.659375,1.41279,0.220267,0.173627,0.788721,-0.281801
0.955658,0.393422,0.348675,0.10719,1.32523,1.20355,0.815026,1.01604,-0.065205,1.12672,2.42612,-0.244173,-0.149008,0.474531,1.09195,-0.589735,-0.737859,0.651796,-0.0405894,1.47313
0.789366,0.0293543,1.54719,-0.498263,1.07968,-0.910406,1.42314,0.942892,-0.901547,-0.507852,2.09945,1.6843,-0.338282,0.547313,0.620754,-0.107406,0.971651,-0.0821015,0.999786,-0.134229
0.687671,-0.180184,0.536353,0.294588,-0.100771,1.27754,-0.461638,-0.447386,0.105936,-0.426284,-0.910148,-1.1632,-0.632339,-0.109721,-0.384687,-0.500405,-0.719488,1.69841,0.696718,2.14224
0.072057,-0.699777,0.299983,0.745041,-1.02793,-1.14616,-1.54886,-0.463073,-0.0406389,-0.17213,-0.827485,-0.193496,-0.880258,-1.64095,-0.118763,-1.78949,-0.880988,-0.66846,-0.315497,0.491029
-0.780076,0.727815,0.894222,0.755718,0.5326,1.01009,0.826393,1.40246,0.765658,1.2226,0.443918,2.16615,2.39429,0.556399,2.55439,0.454894,-1.53997,0.691055,0.87788,0.571223
1.55964,-0.495305,0.444585,-0.465312,1.16296,-1.09419,1.01475,-0.871109,1.23908,1.48886,1.10559,0.18727,0.68758,1.26095,0.263024,-1.18947,-0.39146,1.05253,-0.421901,0.144253
1.05385,0.863164,0.368004,-0.197009,-0.610094,1.0912,2.62024,0.511508,1.27844,0.682543,-0.29969,1.36172,-0.9213,1.4584,0.926774,0.244634,1.1231,1.36896,-0.137454,0.103058
-1.80699,0.253821,-0.870823,-0.919355,-0.601246,0.363652,-0.285095,0.318069,-0.229222,-0.784577,-0.0492522,-1.78493,-1.00107,-0.863616,0.930922,-1.20458,0.103826,-2.76522,-0.885218,1.17176
-1.93536,0.247306,0.5092,0.810207,0.0274724,1.21104,0.2393,0.0825866,1.3967,1.02093,0.639609,1.61204,-0.587313,-1.55254,0.581949,1.25034,-0.108766,1.29822,0.470976,1.09505
0.312821,-0.774599,0.303205,-0.485101,1.03034,1.23087,0.83352,1.03136,-0.870223,0.425545,2.72187,-0.157272,0.803387,0.257186,-0.000963773,-0.858746,0.586317,2.63765,-0.0991116,-1.88083
0.646421,0.353342,-0.0549406,-0.785158,0.213452,1.86753,0.185805,1.24924,-1.20164,-0.166625,0.250946,-1.04508,-0.39109,-1.03871,0.513371,-0.455091,-0.465401,0.803858,2.18206,0.974025
-1.24425,0.631369,-0.33807,-1.64115,0.522749,-0.206788,-2.20415,-0.00369018,-0.0168948,-1.09516,-0.304312,-1.27308,-0.823188,-0.453912,-0.669875,-0.128442,-0.192852,-1.08964,0.490973,0.15176
-1.18187,1.24967,-0.385657,0.406235,-1.33203,-0.596915,-0.433673,0.637275,1.22328,-0.361415,0.222304,0.923604,0.808112,-1.38717,0.629142,0.926473,1.38815,0.236587,0.0921406,-0.664829
-0.169722,-1.54444,-1.39106,0.200336,-1.81189,0.089165,-0.529026,-0.618298,-1.04474,0.728144,0.238619,-1.13383,-0.522554,-0.55259,-0.739375,-0.345096,0.112052,0.0534068,0.972268,-0.248112
-1.48936,-0.233835,-2.21817,-0.580456,0.459631,-0.834225,-0.591722,0.124631,-1.27616,0.651347,0.0726582,-0.635964,-0.261479,-1.738,0.483322,0.0886759,-0.819203,0.285526,-0.838528,-1.26281
0.8583,0.037316,-0.798384,-0.699466,-0.00189759,-1.03436,0.0998344,-0.00870627,-0.718352,-1.70302,-0.958006,-1.21545,-3.09874,-0.118717,-0.980412,-0.436835,-0.197513,-0.208021,-1.34,-0.169017
-1.30848,0.475663,0.355302,-0.540786,-0.0587222,-1.77543,-1.99243,-1.30769,-1.0663,1.18278,-0.832651,-0.794478,0.107991,0.0015866,-0.345144,0.743272,-1.43111,-0.927626,1.58345,-0.487413
-1.36561,0.582061,-0.521514,-1.14293,1.29868,-0.95151,0.623238,0.668649,-0.751594,1.35481,-1.12895,-1.96846,-0.505137,-2.02422,0.363218,-0.601411,0.553688,-0.893613,-0.729739,-1.15341
1.68699,0.985123,-0.573796,1.85175,-0.239959,0.669926,-0.0924952,0.993965,-1.08164,0.898987,-0.252648,2.0256,-1.94948,-0.76621,1.85718,-1.87687,1.87869,0.652158,0.922826,1.61933
2.26569,0.143623,0.795459,0.0327279,0.448777,1.68676,1.39824,-0.274559,-1.04182,0.131387,0.661454,0.190606,-1.05193,0.661347,2.00595,-0.241402,0.905113,-0.77873,1.45714,0.454685
-2.63393,1.25745,2.21966,-0.112422,-0.326062,-2.43356,-1.45495,-0.337853,-0.290227,0.468577,-0.269325,0.0962014,0.492562,0.421376,-0.30938,-0.804072,-0.257928,0.509503,-0.432542,-0.158214
0.349088,-0.708915,-1.5259,-0.68925,-0.470814,0.600323,-1.10583,-0.220203,-0.0737894,1.01891,-0.66243,-0.220826,-0.751759,0.292532,0.987886,-0.0153885,-1.4419,0.0151424,-1.31689,-0.613563
-1.05295,0.685654,1.42256,-1.88046,-0.215149,1.62419,0.657879,0.814936,0.915337,0.342417,1.09979,0.260737,-0.799008,0.353683,0.606098,-0.836228,0.494827,-0.144157,1.1216,1.74502
0.736949,-0.125718,-0.779699,0.210829,-0.290581,0.400098,0.412956,-0.217285,1.73058,-0.0181694,-0.106446,0.57934,-0.317437,-0.600112,0.245327,-1.43374,-1.04459,2.2447,0.472719,1.14348
-1.88377,-1.32188,-0.171101,-1.0357,0.282955,0.916462,0.185084,-2.6977,0.984104,-0.972852,-0.746634,-0.584732,0.240566,-0.0674697,-1.03507,-1.94433,-1.26413,-0.300561,0.681858,-1.04474
0.310145,-0.195203,-0.0332181,0.20724,-2.34858,0.150274,0.708938,0.80609,0.016895,-1.11424,-0.599526,0.846895,1.03009,-0.12117,-0.674023,0.536718,-0.127959,-1.34401,0.848252,-0.634527
-0.342105,-0.0114496,0.232975,-1.23892,1.66334,0.364291,-0.648014,-0.166759,0.0483103,-0.405548,-0.105539,-0.397406,-0.542565,0.387211,-0.475202,-1.08244,-0.00731397,-0.0887955,-1.88413,-0.338102
0.360346,-1.02883,-1.08308,-1.32701,-0.179668,-1.48788,-0.693931,-0.803164,-2.1399,0.354345,0.844908,0.482063,-0.559797,-1.38154,-0.753109,-0.382811,-2.27271,-0.75521,-0.653881,-1.24779
1.54433,-0.845983,-0.0658939,0.217272,-0.951041,-1.62581,-1.13461,0.0260416,-0.375158,-0.405089,0.191668,0.214508,0.42317,0.563668,-1.18817,-1.73333,1.13937,-0.218605,1.71223,-1.33861
0.481051,0.142628,2.44747,0.168306,1.58518,1.72595,0.763877,0.429883,0.398902,-0.130199,-0.251379,-0.0158052,1.06196,0.664345,-1.58766,-1.19929,0.116622,-1.33985,0.818073,0.305649
0.553123,0.83765,-0.221449,1.0555,1.15284,1.10381,0.721748,-0.97207,-0.0294974,0.60905,0.166742,1.13594,1.54103,0.719772,0.285423,-0.169678,-0.59738,0.0401997,0.570225,0.810066
0.259851,0.443183,-1.20485,0.849049,-0.2852,1.53157,0.486568,0.486701,0.712142,0.431876,1.58281,1.00402,0.429192,1.41897,0.795333,-0.35288,1.60212,1.33006,0.31935,-0.893053
