-0.342396,0.330849,0.712781,-0.0468945,0.0115635,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,-0.296827,0.114075,-0.312021,-0.174908,-0.190094,0.0861621,-0.321101,2.08098,0.150889,-0.167875,0.125115,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,-0.514251,-0.155181,0.623939,-0.308321,-0.103037,-0.0452424,0.045293,-0.00872319
0.345322,0.0519036,0.435082,-0.0468945,-0.256089,0.672326,0.244717,-0.0880005,-0.323267,1.08659,0.745125,0.28815,1.84719,0.451614,0.350774,-0.131811,-0.163463,0.179347,1.01826,-0.167875,0.649761,-0.118159,0.937389,0.758483,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.158112,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,-0.0260044,-0.155181,0.126189,0.423737,0.00876176,-0.002443,0.250536,1.22819
-0.145906,-0.165054,0.851631,-0.0468945,1.3647,0.343648,0.193623,0.0366655,1.9738,0.0164199,1.58861,-0.10642,0.0866024,-0.174908,6.57075,-0.228687,-0.185982,1.59145,-0.170151,0.459863,-0.249632,-0.118159,3.0214,-0.0774195,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.013814,-0.120892,-0.172581,0.330194,-0.127329,-0.238437,-0.131513,-0.0713801,-0.111534,-0.117364,0.0146828,-0.155181,0.00849502,0.440005,-0.0797458,0.145905,2.22086,3.25838
-0.342396,-0.165054,-0.5567,-0.0468945,0.472521,-0.350228,0.500183,1.30826,0.789376,0.605791,1.24129,-0.26889,0.717757,-0.174908,-0.190094,0.0740525,-0.321101,-0.347838,0.854924,-0.167875,-0.416187,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,-0.00751022,-0.155181,-0.161917,-0.308321,-0.103037,-0.0521445,-0.0624594,-0.152205
-0.342396,-0.165054,-0.5567,-0.0468945,0.472521,-0.350228,0.500183,1.30826,0.789376,0.605791,1.24129,-0.26889,0.717757,-0.174908,-0.190094,0.0740525,-0.321101,-0.347838,0.854924,-0.167875,-0.416187,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,-0.0149079,-0.155181,-0.164369,-0.308321,-0.103037,-0.0521445,-0.0624594,-0.152205
-0.342396,-0.165054,-0.5567,-0.0468945,2.28661,-0.350228,-0.291762,4.35011,-0.323267,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.347838,-0.936141,-0.167875,-0.674346,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,0.31059,-0.155181,-0.329876,-0.308321,-0.103037,-0.0690688,-0.190736,-0.378148
-0.342396,-0.165054,-0.5567,-0.0468945,2.3907,-0.350228,-0.291762,-0.262533,-0.323267,0.6213,4.46638,0.856794,-0.312021,-0.174908,-0.190094,0.861176,-0.321101,0.25466,1.23229,-0.167875,-0.141372,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,-0.314514,-0.155181,-0.128815,-0.0887039,-0.103037,-0.110954,-0.247178,-0.282493
-0.342396,-0.165054,-0.5567,-0.0468945,2.33122,-0.350228,-0.291762,4.42491,-0.323267,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.347838,-0.936141,-0.167875,-0.674346,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,0.247709,-0.155181,-0.329876,-0.308321,-0.103037,-0.0864029,-0.21126,-0.386394
0.148831,-0.165054,0.35574,-0.0468945,0.442782,-0.350228,0.474636,-0.262533,2.97877,0.807418,3.47405,0.439015,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.0654173,-0.24337,6.75686,0.991197,-0.118159,-0.290178,0.125908,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,0.094928,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,1.13444,-0.127329,-0.297744,-0.197366,-0.0713801,-0.111534,-0.158436,0.488134,-0.155181,-0.107973,0.517278,-0.051796,0.143478,2.01562,1.60586
-0.145906,-0.0720722,0.970645,-0.0468945,-0.181741,0.818405,0.679009,-0.262533,-0.107917,-0.371324,-0.296827,0.114075,0.518445,-0.174908,0.273507,-0.301345,-0.321101,-0.121902,0.00444976,-0.050174,-0.083078,-0.118159,0.252236,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.0598297,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.0308627,-0.297744,-0.197366,-0.0713801,-0.111534,0.00585425,-0.403286,-0.155181,-0.0307365,0.0211049,-0.103037,-0.109126,-0.0470662,0.768059
