,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
statlog-image,0.13953358816177286,0.8742316074966291,0.32924608938733824,0.4550235792686235,0.07941559712316813,0.31615171777216794,0.26916559198791234,0.38746665384093143,0.8879696045400722,0.3774928605433226,0.42068134624406595,0.9265516365779636,0.09966940962230224,0.14936455680489985,0.7120497878581757,0.8825068826772552,0.9423349151079574,0.10111493162128647,0.09645628926900027,0.45485593701322424,0.07000264253896799,0.09983409300639268,0.10678776034289002,0.8768227500881094,0.822737754646488,0.5226996112451496,0.9333448726982495,0.11811887673385392,0.0629483877804243,0.1139248836597346,0.09586765690967193,0.8854724252922025
hepatitis,0.5093870967167349,0.39143320573319906,0.3970644014248476,0.39958821845885556,0.6718663313694156,0.5510857828015238,0.40251767868253296,0.4193106618191792,0.4621134709026104,0.5786591313812106,0.4368071357269961,0.4585385128748673,0.6196455738487411,0.4074070718607622,0.367802653783042,0.3963856250114932,0.3724798265326182,0.5668992820283604,0.6251605812428169,0.5868750548845579,0.5369417286779109,0.533852508537519,0.6530823815450605,0.48268281396173757,0.46237977706922045,0.5687349904605424,0.3392986063683068,0.511853752844575,0.6235943274849055,0.46554118534062316,0.544526832759024,0.5253894888256635
statlog-landsat,0.37598303889946927,0.667441325171713,0.4989135801858741,0.6701175572251501,0.16426084216837442,0.1565322723346019,0.37634216090346717,0.5665988240789492,0.9383740263447047,0.24018861086180443,0.6295890955770356,0.9230326971208659,0.0784173120197376,0.296028784625984,0.39006436454937243,0.7624013753070829,0.8893606034294677,0.054163978299333615,0.3727678526152372,0.3327707691404465,0.06051022274967486,0.34486530860713493,0.23525333895704362,0.9438334356058987,0.9159189411123343,0.5293424785072876,0.811849448032483,0.042846144854633415,0.1298145454630365,0.31289784440385227,0.047750942662396004,0.6640619127227558
ringnorm,0.43101786196551944,0.32042591140611804,0.14837084454259086,0.0987840510462796,1.0,1.0,0.16969312477444704,0.12426831012337186,0.0,0.9993670146091052,0.11313679832637887,0.0,1.0,0.2712544559437436,0.3499525231924136,0.22105824856079234,0.0,1.0,0.7214217621723336,0.9840118146846982,1.0,0.5759052449671472,0.8265655922582585,0.0,0.0,0.9195230032769024,0.0,1.0,1.0,0.414373133391202,1.0,0.5501171935112291
energy-y1,0.5126690780226962,0.47911365076324947,0.5426930323945983,0.6369328061329955,0.3947331331229461,0.2554919869310603,0.48157016850491396,0.5875204743395219,0.7811370525737074,0.30815706573531626,0.6270569569566468,0.7517336114718087,0.30713544312724045,0.43526604035612554,0.3054386111369003,0.5054650750601956,0.6518688612774098,0.2422987113699495,0.553335205181999,0.3640959990360076,0.2236551005715025,0.5058479007902307,0.4818405744852149,0.7899672111486882,0.7771824436017825,0.45785623444814855,0.5545666382476175,0.20798169170217196,0.3497537268981021,0.4659642713521354,0.2357885993621135,0.5183802509559411
ilpd-indian-liver,0.2616444339264022,0.5742304446452834,0.11460224350371721,0.10921320956502281,0.7144200006768855,0.8614491924941409,0.1180860330827998,0.12175449097007351,0.22724595818984844,0.8864595655458269,0.12709287571740646,0.2591904579798139,0.7384767846933781,0.15137431343685198,0.5610680668315157,0.5409632048516033,0.300837335372437,0.7638471258337871,0.4385748582653982,0.891029192696978,0.7530129868731723,0.3376061567199826,0.5419183042403245,0.23225880884395217,0.194913804897522,0.8628398958807432,0.34986241398870305,0.759612691286593,0.7017852728940805,0.2311365565582167,0.7455377258273854,0.7545208021849694
dermatology,0.131199896026164,0.8709087426755329,0.32519877134451997,0.4471582541125018,0.0816141291423668,0.32514648703050025,0.27165170489820234,0.38144731974996615,0.8802610731702039,0.38508357541119165,0.4116510216777132,0.9219177301573147,0.11413804709193455,0.14706894914288426,0.7059312812987785,0.8418929632025257,0.933671106308838,0.10930460155320001,0.09920380763662025,0.46177288679357337,0.07646120804743144,0.09926728563376162,0.11696049478600552,0.8645987590368137,0.8140222518709012,0.5045253336193096,0.9206683772641858,0.1336091575828453,0.06692543957722225,0.11465630911976343,0.10367807750176662,0.8844744110841393
plant-margin,0.10708850594671009,0.9325002757496758,0.3470708795086776,0.5278262129308776,0.00415849603684024,0.25810618606322283,0.25205476770625396,0.41180549155478874,0.9570167630869693,0.3315760409165416,0.4572963296793914,0.9814568594599314,0.033567418136871016,0.10730259304893612,0.6375822610015177,0.8305562159750214,0.9931359784029247,0.028374314190700578,0.07795672556158019,0.4313343125634627,0.03464270567219038,0.09095832190492169,0.038212896236083115,0.9405855635716528,0.883296725705179,0.567658528710086,0.9569581965037751,0.08384860362272421,0.0,0.09164818531234409,0.023507790037762138,0.9071822116869348
chess-krvk,0.45557302033736324,0.6073404991197385,0.5966414479836095,0.7612579479120235,0.17145351182497978,0.08589488695024083,0.47737714892752464,0.6551902994610174,0.9937634501414345,0.15935315968938604,0.7096407529745113,0.9576362033316214,0.07120304587604884,0.40328055971402005,0.33813655208002596,0.6988895479758055,0.8734121336205255,0.021341319973420158,0.4268814826674736,0.24585049849601973,0.013510879576452865,0.42736259746942706,0.3005810624987247,0.9935113224014684,0.9754653419990946,0.4390926933675327,0.7465804173770968,0.008389800826226878,0.13856352013588533,0.4069594221834728,0.029264260463130572,0.574767316458152
seeds,0.43688604503194794,0.5430744079504829,0.46471270216067306,0.5657689399696658,0.37983251407274154,0.31519297396372714,0.40215359065007167,0.5143718775688972,0.7425995844813867,0.3724636268817075,0.5574342696042872,0.7290503002026083,0.31222828494210036,0.34844225246862837,0.35898818568809326,0.5493530316088184,0.6655263890601238,0.2660811766785207,0.4922391969114312,0.43345680843536327,0.2587988120750726,0.43174663494658766,0.42301975678068765,0.753562726801922,0.7306439769655161,0.5289510906083886,0.6021542641712597,0.24134974647798257,0.3381302947438204,0.3855055535131668,0.25157198132482017,0.5977199986014874
