,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
statlog-image,0.7231059438526674,0.5491260708254494,0.06248008888618362,0.9528663049427604,0.9644107845011014,0.922597149244621,0.9035875603446141,0.36784782336035443,0.38532515571246306,0.16789705083434495,0.21274960026162484,0.1744578912222806,0.6488987811701268,0.2834364075160015,0.1322325587622026,0.3647326213463903,0.05116832281290997,0.1825637373043984,0.9730197338159013,0.6259857207148192,0.7218614569808197,0.048610784465308254,0.9559273760866107,0.9481594147717,0.4014107009461608,0.8961214675211278,0.5187473552450816,0.699545802310767,0.3212071291052715,0.4487231937610556,0.9524870567895878,0.6307897880245615
hepatitis,0.3712255042998206,0.5078355924051116,0.5626325635718507,0.4601744232416077,0.5071390590442514,0.6220114067631355,0.5490638246700033,0.5043177542799376,0.4850324449832475,0.6081011022383493,0.5518448897192457,0.549423867238885,0.5245172735305066,0.5175301607093646,0.603260776003285,0.47389867760229576,0.5419682364403264,0.4861130241072444,0.46178858905523795,0.5178154762863958,0.47706656094296074,0.3727921588203032,0.5347044611926723,0.5799439855729502,0.5477295675851527,0.4147377761168439,0.3926868582289488,0.6573334758148881,0.4908313009624087,0.4952127872417342,0.4966530776406392,0.4819636647809553
plant-texture,0.6552449394581109,0.41122785920317023,0.0731780120436556,1.0,0.9970432831971083,0.8991920292371696,0.8831581878510142,0.4658720887035381,0.48929654287809343,0.06235324339156594,0.26925549647834424,0.2106607812200994,0.5482987979762765,0.28106609254258086,0.03335153898708312,0.46432067372856634,0.0007242617820867033,0.23775964076618536,1.0,0.5146916520293604,0.6533828751841669,0.008982021890132528,0.9698980956319684,1.0,0.5138539535409442,0.973499256955105,0.612199269998582,0.7339054594132084,0.4267197850793546,0.5746312460502967,0.9537723458880843,0.5134495150905468
ringnorm,0.12626418406504814,0.28705733686674423,0.8238207778934657,0.19364682797032273,0.16393854035718997,0.6059243361064435,0.44391713305507735,0.8447290138733412,0.8327898373095964,0.707885541315035,0.7390462252249683,0.7528962204941472,0.12520412202361733,0.9246053091633165,0.7287665092503046,0.8473327600490395,0.8055943069535123,0.9020716484552523,0.19397696202943215,0.13870589628309363,0.37796860783732544,0.31954324151516733,0.44541752276829727,0.5990406687440999,0.7941892987421345,0.21196704820636408,0.04681922420384687,0.9600559413676327,0.8752921748189323,0.6835211828274493,0.17280114276571393,0.16055680184263849
spect,0.06318909549645611,0.09738267025918884,0.6783693549654743,0.410601363405759,0.38451961962585496,0.5749325861771463,0.43939082530804585,0.9187678570182896,0.921453754370956,0.41252244464506227,0.7868593135711167,0.7638628495571196,0.11352453391509275,0.6839411954206405,0.43354193867427515,0.9047968478442431,0.5536350397942504,0.8082321822569878,0.4259160154472066,0.09965886376199923,0.2400507128824407,0.2813775958213744,0.5566081385002506,0.7424628609843172,0.9374961709498036,0.4964041934827289,0.47114463288658565,0.8915142838513307,0.8912100268412668,0.8977432534239959,0.3418161667700882,0.06951505627143277
energy-y2,0.7714355426314113,0.8829887421016971,0.26427085693335084,0.6742711267852171,0.7672043570672338,0.7846329621103367,0.7833841423049243,0.09976118933693459,0.07960059285177412,0.6237429427317168,0.21247368565633484,0.22315591348206207,0.91874446176569,0.31260298146648086,0.5715317182287354,0.07737944944468338,0.36124859040131163,0.10886575863763737,0.6767714147317495,0.9184354862026308,0.783099263966769,0.32634406339476735,0.6856305000859935,0.5858464769950904,0.14967358773403672,0.5132447188875846,0.32992393847529283,0.4985874855612905,0.08676737308027471,0.1253716515485596,0.8011187700692118,0.8902362766083243
dermatology,0.6843726299163461,0.5091074866792158,0.08224820644990459,0.9467093265522251,0.9590162232490674,0.8976949338678806,0.8767309752236059,0.3969731828767011,0.41337864757473775,0.15401092063713304,0.24629072042903216,0.20588942774135616,0.6275616462455491,0.2721076430022019,0.12421486972487972,0.3890818264422822,0.05057919390398658,0.1990617776069027,0.9679082304199998,0.6012431960170647,0.6814174206708125,0.06080281873884881,0.9409877337463333,0.9440269749997195,0.4408927309700704,0.9025154661569642,0.5685477869579099,0.6924183474282909,0.34591800839926695,0.48968516898520587,0.9394716132195767,0.5986661776727431
vertebral-column-3clases,0.6408897830467594,0.6810712272202816,0.34169039092849407,0.6183940012378709,0.6321476219912718,0.8464852565287767,0.7840153373100104,0.37593772242634327,0.37393544337786233,0.5293633194634687,0.29412547912995046,0.29376631779537965,0.5916863233695175,0.567603570802894,0.4954409098152714,0.37949101674838864,0.4072139137561692,0.3645966959145363,0.6209092561579597,0.6025259075071693,0.7407505249505805,0.18610716197898364,0.7325235084828038,0.7327881448093294,0.355757216082816,0.5254667436711924,0.1480123759811996,0.7601681003118443,0.38702946419230205,0.3216518935118622,0.6667305804389744,0.6330821526929227
chess-krvk,1.0,1.0,0.05192736507655437,0.8506255606914451,0.9153434767673965,0.974955956368743,0.9917799263999368,0.0,0.0,0.5118825588764154,0.0,0.0,0.9714808421325596,0.32782597908026534,0.4286116661214586,0.009535713433480282,0.2138294459541308,0.0,0.8436701067182704,0.9809856308007698,1.0,0.15305151946375126,0.8779385495036593,0.7408737595890351,0.0,0.6496943173485227,0.15904475454660294,0.5854218563384443,0.00600161965224626,0.0,0.9695561526511584,1.0
seeds,0.6508893566003909,0.7269900577588486,0.3757753998694744,0.5673214298593261,0.5919606012335986,0.8324099528655527,0.7751764146524811,0.3387145517104511,0.33535838087885483,0.6132712571846793,0.2938078172235597,0.30156925168647886,0.6236791331172308,0.5980802330071184,0.5738648275714228,0.3474532284597048,0.4726460891681827,0.3775128135899034,0.5624801933558438,0.6362887030353815,0.7633017379893526,0.2183350433944416,0.6962904730922175,0.6749777251810114,0.31025791368891326,0.4487324262919149,0.07436844259581726,0.749574091087673,0.35963303930236523,0.2571076030234373,0.6285575389816186,0.6646053630522818
