0.865112,0.683281,1.15927,1.03676,1.32079,1.09415,1.14812,0.855376,0.943365,0.767081,1.19721,1.14871,1.17938,1.35835,1.18993,1.21667,1.10256,0.770003,0.972025,0.885189,0.97977,0.935303,1.23611,1.27565,1.19707,1.24867,0.917386,0.879183,1.21202,0.817171,1.25751,1.16061,1.23031,1.25005,1.1708,0.873183,1.03027,0.858477,1.21461,0.951625,1.35654,1.39295,1.39835,1.52733
1.24466,0.979054,1.13046,1.03676,1.46989,1.56675,1.2039,0.967705,1.28398,1.1095,1.14033,1.12055,1.23752,1.27209,1.31367,1.40709,1.24878,1.36061,1.12163,1.12866,1.11493,1.26126,1.2942,1.41954,1.55213,1.41123,1.32667,1.39056,1.33511,1.27939,1.14615,1.05145,1.13393,1.18714,1.14008,1.3354,1.06063,0.980302,1.12846,1.27143,1.14839,1.3024,1.11905,1.21088
1.21547,0.979054,1.15927,0.951988,1.14188,1.03508,1.34336,0.967705,1.31495,1.29628,1.19721,1.14871,1.12123,1.0133,1.03525,1.08973,1.27803,1.24249,1.39092,1.40257,1.30414,1.15261,0.713338,0.498624,0.874284,0.370845,1.57853,1.32664,1.36589,0.971246,1.14615,0.996871,1.06967,1.02987,1.38584,1.30458,1.15172,1.13258,0.984866,0.748117,0.969976,0.396901,0.94449,0.788953
1.15707,1.24525,1.15927,1.34759,0.96297,1.00554,1.00867,0.967705,0.97433,0.984987,1.02657,1.09238,1.20845,1.30084,1.15899,0.994517,0.897841,0.770003,1.00195,0.946057,0.952739,0.935303,1.2942,1.27565,1.22935,1.11862,0.94887,0.879183,1.30434,1.40265,1.06262,1.21519,1.13393,1.15569,1.0172,1.02725,1.15172,1.13258,1.21461,1.27143,1.17812,1.21185,1.22379,1.38669
1.18627,1.09736,0.900027,1.0085,0.96297,0.85785,1.06445,1.08003,1.37688,1.26515,0.912815,1.14871,1.20845,1.18583,1.09712,1.02625,1.30727,1.36061,1.24131,1.2504,1.38524,1.23409,1.26515,1.16053,0.486941,0.370845,0.382174,0.431729,0.935058,0.570652,1.22967,1.13332,1.23031,1.21859,1.20152,1.27377,1.27318,1.16304,1.15717,1.00977,0.940241,0.819465,0.874666,0.61315
0.806719,1.18609,1.10166,1.26282,1.20152,1.33045,1.17601,1.1362,0.9124,1.04725,1.19721,1.2332,1.2666,1.12832,1.03525,0.994517,0.897841,0.770003,1.27123,1.03736,1.27711,1.04395,1.38132,1.18931,1.26163,1.21616,1.32667,0.911143,1.02738,1.24858,1.22967,1.16061,1.16606,1.15569,1.07864,0.934811,1.24282,1.1935,1.41564,1.38772,1.29706,1.27221,1.29361,1.45701
1.15707,1.09736,0.928832,1.26282,1.14188,1.24184,1.14812,1.27661,1.28398,1.32741,1.02657,1.09238,1.20845,1.44461,1.18993,1.18493,1.21954,1.41967,1.09171,1.00693,1.08789,0.962465,1.20707,1.13175,1.26163,1.02108,1.32667,1.23075,1.24279,1.15614,1.25751,1.13332,1.16606,1.15569,1.26296,1.30458,1.33391,1.34578,1.12846,1.12606,1.23759,1.36276,1.36343,1.24604
0.923504,0.919899,0.871222,0.895473,1.05243,1.27138,1.03656,1.02387,1.43881,1.26515,1.31097,1.12055,1.29567,1.18583,1.49928,1.5023,1.30727,1.21296,1.39092,1.1591,1.0068,0.826651,1.03281,0.872746,1.29391,1.28118,1.29518,1.03899,1.1197,0.971246,1.14615,0.915002,0.909032,0.904063,1.1708,1.18133,1.15172,0.980302,0.869993,0.835335,0.940241,1.18166,0.874666,0.999917
1.04029,0.979054,1.07285,1.06502,1.08224,1.12369,1.12023,1.1362,1.12916,0.891598,1.22565,1.17687,1.12123,1.12832,0.880577,0.962781,1.10256,0.976716,1.36099,1.1591,1.30414,1.20693,1.46845,1.39076,0.874284,0.695965,0.665522,0.303885,1.24279,1.15614,1.20183,1.13332,1.06967,1.02987,1.20152,1.08888,1.39464,1.07167,1.3582,1.44586,1.17812,1.27221,1.22379,1.14056
1.30305,1.3044,1.21688,1.37585,1.11206,0.946463,1.25968,0.995787,1.16012,1.14063,1.36785,1.2332,0.946799,0.783273,0.633096,0.296319,0.956331,0.622351,1.15155,1.06779,1.27711,1.04395,0.916638,0.78641,0.842005,0.338333,1.32667,0.719378,0.842737,1.15614,1.20183,1.13332,1.00542,1.02987,1.10936,1.05807,1.36427,1.25441,0.927429,1.09699,0.940241,0.849648,1.01431,0.788953
