1.27591,0.949531,2.41015,-0.19451,-0.392976,-0.115095,-0.363874,-0.130916,0.591413,0.560073,0.712983,0.469592,-0.765282,1.2962,-1.42874,0.700921,-0.472589,-0.438518
-0.163301,0.114514,-0.35697,-0.19451,-0.598821,-0.121713,-0.579319,-0.133963,-0.947253,-0.936767,-0.956461,-0.935919,0.865381,-0.838392,0.552706,-0.992082,2.51022,-0.492034
1.0566,-1.43375,-0.35697,-0.19451,-0.351806,-0.110089,-0.363873,-0.122733,2.25232,2.2567,2.19608,2.29065,-1.79164,1.47219,-0.697719,2.20495,-0.996657,-0.606354
-1.27355,0.86255,-0.35697,-0.19451,-0.0636249,-0.0875817,1.82136,-0.0254067,0.171336,0.192205,0.199897,0.115159,0.0500494,0.33109,-0.611151,0.180594,-0.700712,-0.411536
-0.876054,1.28006,-0.35697,-0.19451,-0.166547,-0.0935184,0.0516296,-0.107432,0.328501,0.325398,0.399005,0.243488,-0.295267,0.739841,-0.957423,0.382512,-0.542984,-0.426689
0.330144,1.0713,-0.35697,-0.19451,-0.125378,-0.103492,0.174742,-0.107432,0.32171,0.357111,0.353057,0.246544,0.0596415,0.473018,-0.861236,0.335916,-0.6614,-0.381712
0.98807,1.83674,-0.35697,-0.19451,-0.187132,-0.092209,-0.348484,-0.130536,-0.505832,-0.534016,-0.604193,-0.355382,0.155563,-1.07115,1.65885,-0.557182,-0.399354,2.59782
-1.31467,-0.216014,-0.35697,-0.19451,-0.557652,-0.12194,-0.502374,-0.137589,-0.828894,-0.740149,-0.86967,-0.856477,1.47928,-0.951934,0.129485,-0.891123,0.601204,0.30093
-1.69846,-0.7379,-0.35697,-0.19451,3.80625,5.8365,1.88292,3.35171,-0.411727,-0.537187,-0.313189,-0.404269,-0.803651,0.319736,0.264147,-0.339732,0.737548,-0.695973
-0.7664,-0.668315,2.41015,-0.19451,0.450987,0.0557032,0.420965,0.020354,-0.408817,-0.353254,-0.369348,-0.505099,0.836605,-0.0719836,-0.716956,-0.396684,0.0460384,-0.19218
0.371264,-0.703107,-0.35697,-0.19451,0.945014,-0.0977012,-0.41004,-0.128602,-0.275905,-0.2708,-0.251925,-0.306494,0.270669,-0.0663066,-0.159074,-0.277604,-0.523316,-0.4532
1.68712,0.514626,-0.35697,-0.19451,-0.598821,-0.125904,-0.640875,-0.139668,-0.960835,-0.936767,-0.989646,-0.938975,0.999671,-0.980319,0.658511,-1.02574,2.02355,-0.473359
0.165662,0.305872,-0.35697,-0.19451,-0.681158,-0.124274,-0.656264,-0.137858,-0.969566,-0.936767,-1.01262,-0.938975,1.086,-1.08251,0.745079,-1.04903,-1.38313,-0.473359
-0.533384,1.28006,2.41015,4.39036,-0.104793,-0.0949379,-0.317706,-0.121402,0.685518,0.667896,0.771694,0.591811,-0.717322,1.13724,-1.20751,0.760461,-0.620037,-0.456291
1.30333,1.68017,2.41015,-0.19451,0.14222,-0.102119,-0.0407042,-0.0695755,-0.801729,-0.775033,-0.892644,-0.709815,0.894157,-1.26417,1.24525,-0.85747,0.00201855,2.16604
1.12514,-0.146429,-0.35697,-0.19451,-0.310638,-0.119958,-0.625486,-0.139605,-0.938521,-0.924082,-0.948803,-0.929808,0.894157,-0.838392,0.52385,-0.984316,2.21822,-0.454684
-1.62993,-1.25979,-0.35697,-0.19451,-0.0842092,-0.0827116,-0.225372,-0.104338,-0.457324,-0.400823,-0.425506,-0.54482,0.884565,-0.162817,-0.611151,-0.453635,0.0699387,-0.206035
1.07031,1.01912,-0.35697,-0.19451,0.677416,-0.0698462,0.328632,-0.111179,0.468204,0.474448,0.549612,0.359596,-0.324044,0.927185,-1.24598,0.535245,-0.526353,-0.399558
1.61858,-0.0594483,-0.35697,-0.19451,0.945014,-0.0300931,-0.240761,-0.10899,0.282904,0.341255,0.27903,0.228211,0.299445,0.206194,-0.649625,0.260843,-0.795288,-0.354511
0.289023,-0.459561,-0.35697,-0.19451,3.04463,-0.0247827,-0.502374,-0.130409,0.285814,0.376139,0.233082,0.258766,0.587209,-0.1174,-0.389922,0.214247,-1.00643,-0.309213
