1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,0.891973,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,-1.68999,-0.382446,1.13253
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,-1.11001,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,0.585862,-0.382446,1.13253
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,0.805758,0.463379,-1.94211,-0.291839,2.21184,-1.39747,0.585862,-0.382446,-0.874235
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,0.891973,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,-1.68999,-0.382446,1.13253
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,0.891973,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,0.585862,-0.382446,1.13253
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,-1.11001,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,0.585862,-0.382446,1.13253
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,-1.11001,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,0.585862,2.58886,1.13253
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,-1.11001,0.805758,0.463379,-1.94211,-0.291839,2.21184,-1.39747,0.585862,2.58886,-0.874235
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,0.805758,0.463379,-1.94211,-0.291839,2.21184,-1.39747,0.585862,-0.382446,-0.874235
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,-1.11001,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,-1.68999,2.58886,-0.874235
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,0.891973,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,0.585862,-0.382446,1.13253
-0.856761,2.00247,0.839533,-0.822537,1.78229,-0.740515,-1.11001,-1.22878,0.463379,0.509805,-0.291839,-0.447635,-0.413883,0.585862,2.58886,-0.874235
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,0.805758,0.463379,-1.94211,-0.291839,2.21184,-1.39747,0.585862,-0.382446,-0.874235
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,-0.740515,0.891973,-1.22878,-2.13669,-1.94211,-0.291839,-0.447635,-1.39747,-1.68999,-0.382446,-0.874235
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,-1.22878,-2.13669,-1.94211,-0.291839,-0.447635,0.569698,-1.68999,-0.382446,-0.874235
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,-1.22878,-2.13669,-1.94211,-0.291839,-0.447635,1.55328,-1.68999,-0.382446,-0.874235
-0.856761,2.00247,0.839533,-0.822537,1.78229,-0.740515,0.891973,-1.22878,0.463379,0.509805,-0.291839,-0.447635,-0.413883,0.585862,-0.382446,-0.874235
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,-1.11001,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,0.585862,-0.382446,1.13253
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,0.805758,0.463379,-1.94211,-0.291839,2.21184,-1.39747,0.585862,-0.382446,1.13253
-0.856761,-0.494438,-1.17934,1.20371,-0.55552,1.33704,0.891973,0.805758,0.463379,0.509805,-0.291839,2.21184,-1.39747,0.585862,-0.382446,1.13253
-0.856761,2.00247,0.839533,-0.822537,1.78229,-0.740515,-1.11001,-1.22878,0.463379,0.509805,-0.291839,-0.447635,-0.413883,0.585862,2.58886,-0.874235
-0.856761,2.00247,0.839533,-0.822537,1.78229,1.33704,-1.11001,-1.22878,0.463379,0.509805,-0.291839,-0.447635,-0.413883,0.585862,-0.382446,-0.874235
1.15563,-0.494438,-1.17934,1.20371,-0.55552,-0.740515,-1.11001,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,0.585862,-0.382446,1.13253
-0.856761,2.00247,0.839533,-0.822537,1.78229,-0.740515,-1.11001,-1.22878,0.463379,0.509805,-0.291839,-0.447635,-0.413883,0.585862,-0.382446,1.13253
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,-0.740515,-1.11001,-1.22878,-2.13669,0.509805,-0.291839,-0.447635,1.55328,-1.68999,-0.382446,-0.874235
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,0.805758,0.463379,0.509805,-0.291839,-0.447635,0.569698,-1.68999,-0.382446,-0.874235
-0.856761,-0.494438,0.839533,-0.822537,-0.55552,1.33704,0.891973,0.805758,0.463379,0.509805,3.39262,-0.447635,0.569698,-1.68999,-0.382446,-0.874235
1.15563,-0.494438,-1.17934,1.20371,1.78229,-0.740515,-1.11001,0.805758,0.463379,0.509805,-0.291839,-0.447635,-0.413883,0.585862,-0.382446,-0.874235
