-0.21115,-1.47889,0.466442,0.159471,-0.870395,-1.02876,-0.086367,-0.848535,-0.800661,-1.5847,-1.27463,-0.453651,1.20669,1.78458,1.13114,0.653554,0.546461,2.13764,0.138983,1.83434,1.00903,0.112413,1.23467,-0.225802,-0.13771,1.14341,0.0199775,-1.32541,-0.111282,-0.466553,-0.632198,-0.897591,-0.703034,0.475261,0.327806,-0.149982,-0.851119,0.573295,-0.519709,0.263329
0.398012,0.0518268,-0.814395,-0.769136,0.100513,-0.359037,-0.57833,0.642237,-0.20749,-1.0862,-1.13519,0.460449,0.260689,1.32547,0.312486,0.786688,0.534474,1.11233,1.24771,-1.15485,-0.362387,-1.75465,-0.424393,0.445917,-1.31691,0.419816,0.131448,0.0962877,-0.786392,2.40305,0.308409,1.25962,1.36509,-0.0330864,-0.190203,0.695702,0.0660698,0.924798,-0.777011,0.193526
-0.670518,0.64871,0.364654,0.335344,0.651893,0.751723,0.208811,0.795866,1.67987,0.402732,-1.72932,-0.858467,-0.179169,-2.10363,-1.00535,-1.58199,-1.28146,-0.25238,-0.252823,-0.402853,-1.40586,2.1592,0.568998,1.19666,-1.63669,0.215987,0.0706458,0.623211,0.412684,-0.111655,0.928809,0.26166,1.08934,0.564969,0.268036,2.16558,0.207176,-0.0794981,-1.31141,0.971331
0.417985,0.340641,-0.322418,0.27203,-0.193157,-1.26834,-1.91647,-1.81014,-1.53763,-1.39449,-1.24432,0.924029,0.519784,1.25179,1.00635,2.0681,0.82814,-0.0261063,1.07265,0.132946,-0.461765,1.23066,1.13226,0.564456,1.12143,0.134456,0.101047,0.185765,3.1232,-0.334734,1.17897,0.402786,-0.309106,-0.10286,-0.997101,-0.774177,1.14452,1.36669,-1.60829,0.0738636
-0.790353,1.21671,-1.13673,0.110227,1.71869,1.61746,0.912318,-0.080389,1.75177,1.09145,0.562321,-0.92376,-0.082762,-0.15386,-0.411324,-0.910769,0.45057,-0.492796,-2.60366,2.01294,-0.243133,-0.636409,0.753339,0.189083,0.311984,0.226179,1.20562,-0.559881,-1.44135,-0.284034,-0.0718363,0.594315,0.124215,1.2926,-1.87373,1.47091,0.00559586,-0.571603,0.925142,0.373019
0.607724,0.427286,-1.06887,-0.00233137,0.268324,0.038441,-0.248715,0.517058,0.841044,0.41585,0.574446,0.937087,0.483631,-0.114184,0.497183,-1.02171,-0.843957,-0.471583,-1.45325,-0.337053,-0.183506,-0.476661,-1.26417,-0.413489,-1.26694,-0.619711,0.344255,-0.589706,2.24656,-0.649073,-0.151888,1.20922,-0.299258,-1.64784,0.17838,-1.06614,0.459151,-1.81693,-1.12338,-0.255208
-0.131259,-0.188852,1.37406,0.97552,1.58684,2.24907,1.32557,0.795866,0.679271,0.586389,-0.522876,-0.793174,-2.45679,-1.11741,-0.780717,-0.0453986,-1.40132,-0.917059,-0.236151,0.913145,-0.173568,0.302115,-0.639457,1.21642,-0.187676,-2.07709,0.141581,1.50804,-1.17937,0.861781,0.398467,0.221338,-0.78182,-0.152698,-0.359552,0.423875,0.338203,-0.441045,-0.222822,0.243385
-0.281053,-0.718345,-0.339383,-1.13495,-1.64352,-1.42079,-0.470098,0.756037,0.169982,1.84575,1.96277,1.75978,1.69475,0.0275144,-0.685873,0.0766407,0.270774,-0.556435,0.447426,-0.0738538,1.39661,0.0624918,0.558757,0.258231,2.06079,-0.629902,-0.192829,-0.748778,0.150701,0.699541,-0.602178,-0.0306728,0.26209,0.574937,-0.40936,-1.99237,1.29571,-0.712205,1.99394,0.921472
-1.42947,2.29495,2.0272,1.55238,1.74267,1.6338,1.75849,1.37055,0.763153,1.20951,-0.710815,-2.15127,-0.673257,-2.18865,-1.99372,-0.311666,-0.796012,-0.00489317,-0.544594,-0.515653,0.70096,0.15235,0.630445,0.366891,0.811643,-0.0286074,0.546928,-0.689126,1.07772,0.0708641,-0.402049,-1.22017,0.055278,1.87072,-0.160318,-0.290929,1.94076,1.15579,-0.0446894,0.0140324
0.29815,0.619829,-1.40816,-2.35199,-1.94319,-0.800074,-1.28676,-0.359198,-0.177532,0.435527,-0.140935,1.38761,0.899387,0.582973,0.621978,1.04186,2.14065,1.21133,1.27272,0.790945,-0.0940654,0.381989,0.179835,-0.9074,-0.827241,-1.15986,0.293586,0.155939,-0.867003,0.800941,0.908796,-0.151638,1.48327,-1.54816,-0.170279,-0.431877,-0.458038,-0.360701,0.796491,1.27049
